timestamp,cell_id,power_consumption_w,cell_utilization,sleep_state,renewable_pct,carbon_intensity_gco2_kwh,traffic_demand_mbps
66,CELL_000,321.48,0.402,0,1.1,443.78,34.74
66,CELL_001,261.15,0.326,0,22.78,402.43,29.66
66,CELL_002,50.0,0.106,1,10.72,372.25,12.43
66,CELL_003,576.22,0.72,0,4.08,423.54,131.5
66,CELL_004,100.93,0.126,0,36.07,467.04,14.3
66,CELL_005,189.06,0.236,0,3.76,241.52,27.19
66,CELL_006,609.1,0.761,0,10.26,226.13,99.72
67,CELL_000,544.79,0.681,0,4.09,449.1,42.88
67,CELL_001,230.83,0.289,0,34.71,304.93,36.01
67,CELL_002,319.73,0.4,0,26.23,431.8,60.65
67,CELL_003,324.37,0.405,0,35.62,422.77,37.86
67,CELL_004,396.85,0.496,0,0.02,385.6,61.54
67,CELL_005,170.5,0.213,0,4.7,282.5,31.23
67,CELL_006,418.92,0.524,0,18.37,437.5,27.61
68,CELL_000,614.21,0.768,0,14.19,453.02,138.94
68,CELL_001,155.97,0.195,0,13.86,319.92,37.92
68,CELL_002,446.79,0.558,0,19.64,226.17,42.22
68,CELL_003,291.65,0.365,0,11.3,378.3,39.14
68,CELL_004,421.99,0.527,0,20.64,318.06,36.53
68,CELL_005,667.39,0.834,0,26.36,394.96,148.44
68,CELL_006,190.51,0.238,0,33.97,472.76,14.19
69,CELL_000,261.2,0.326,0,31.15,255.97,30.01
69,CELL_001,188.97,0.236,0,6.34,244.15,34.07
69,CELL_002,492.64,0.616,0,27.05,448.38,105.01
69,CELL_003,93.76,0.117,0,2.42,383.67,18.83
69,CELL_004,86.85,0.109,0,10.53,437.92,7.48
69,CELL_005,676.4,0.846,0,23.95,301.93,64.37
69,CELL_006,447.21,0.559,0,7.73,442.13,89.62
70,CELL_000,113.03,0.141,0,24.4,490.61,21.49
70,CELL_001,251.06,0.314,0,3.88,215.78,41.21
70,CELL_002,131.74,0.165,0,0.76,283.73,15.31
70,CELL_003,679.66,0.85,0,7.93,416.4,95.57
70,CELL_004,120.62,0.151,0,38.9,355.89,24.9
70,CELL_005,468.39,0.585,0,27.02,361.72,100.44
70,CELL_006,341.51,0.427,0,13.89,463.1,48.92
71,CELL_000,599.3,0.749,0,39.34,209.83,123.9
71,CELL_001,246.39,0.308,0,8.62,413.13,41.48
71,CELL_002,141.63,0.177,0,15.57,270.46,33.91
71,CELL_003,582.34,0.728,0,38.75,383.57,123.87
71,CELL_004,352.57,0.441,0,35.73,243.31,32.54
71,CELL_005,487.05,0.609,0,22.58,258.0,63.34
71,CELL_006,534.49,0.668,0,16.26,352.85,110.0
72,CELL_000,694.05,0.868,0,38.93,309.63,153.34
72,CELL_001,712.28,0.89,0,14.56,286.91,96.31
72,CELL_002,136.52,0.171,0,12.44,214.89,21.56
72,CELL_003,158.5,0.198,0,27.88,265.25,25.14
72,CELL_004,309.72,0.387,0,10.81,395.0,69.58
72,CELL_005,578.6,0.723,0,36.13,381.49,68.8
72,CELL_006,338.66,0.423,0,3.32,475.91,39.9
73,CELL_000,425.04,0.531,0,31.07,497.86,94.79
73,CELL_001,384.17,0.48,0,36.56,387.32,38.1
73,CELL_002,300.55,0.376,0,2.72,298.73,37.78
73,CELL_003,325.25,0.407,0,16.89,292.41,42.06
73,CELL_004,677.33,0.847,0,28.29,271.08,123.86
73,CELL_005,636.25,0.795,0,1.92,287.88,115.45
73,CELL_006,513.92,0.642,0,29.11,452.71,92.48
74,CELL_000,322.26,0.403,0,31.32,470.74,75.83
74,CELL_001,504.25,0.63,0,26.81,205.6,84.82
74,CELL_002,397.5,0.497,0,5.42,283.58,64.16
74,CELL_003,123.17,0.154,0,8.77,268.41,11.28
74,CELL_004,166.12,0.208,0,11.15,250.93,11.81
74,CELL_005,184.89,0.231,0,15.55,358.45,35.23
74,CELL_006,468.61,0.586,0,22.18,248.26,115.71
75,CELL_000,663.91,0.83,0,13.17,315.33,111.43
75,CELL_001,738.06,0.923,0,31.23,296.43,121.77
75,CELL_002,127.27,0.159,0,37.53,263.83,24.34
75,CELL_003,294.97,0.369,0,20.85,323.53,73.21
75,CELL_004,619.05,0.774,0,3.2,285.88,51.71
75,CELL_005,733.98,0.917,0,8.86,368.67,147.22
75,CELL_006,417.91,0.522,0,33.31,348.33,86.83
76,CELL_000,557.12,0.696,0,7.72,398.55,110.04
76,CELL_001,285.44,0.357,0,23.0,325.28,54.37
76,CELL_002,134.32,0.168,0,29.94,235.71,15.55
76,CELL_003,174.4,0.218,0,31.7,347.17,36.51
76,CELL_004,245.86,0.307,0,21.73,355.37,47.52
76,CELL_005,337.4,0.422,0,12.48,290.8,65.94
76,CELL_006,536.21,0.67,0,11.98,274.12,88.71
77,CELL_000,243.28,0.304,0,19.21,239.31,37.71
77,CELL_001,283.39,0.354,0,31.81,222.52,42.66
77,CELL_002,388.36,0.485,0,2.72,482.73,51.32
77,CELL_003,501.87,0.627,0,29.87,215.81,83.44
77,CELL_004,526.13,0.658,0,37.95,422.38,47.95
77,CELL_005,577.42,0.722,0,31.85,357.17,120.56
77,CELL_006,101.73,0.127,0,6.86,219.55,24.75
78,CELL_000,383.83,0.48,0,32.17,328.63,80.88
78,CELL_001,457.1,0.571,0,7.28,238.48,79.46
78,CELL_002,666.52,0.833,0,22.36,387.32,145.16
78,CELL_003,415.54,0.519,0,11.69,325.01,36.9
78,CELL_004,409.22,0.512,0,8.04,243.81,99.87
78,CELL_005,654.32,0.818,0,9.08,263.47,137.44
78,CELL_006,505.74,0.632,0,16.31,325.93,65.67
79,CELL_000,112.49,0.141,0,11.77,414.05,8.18
79,CELL_001,568.08,0.71,0,13.67,302.78,39.44
79,CELL_002,148.72,0.186,0,3.08,221.18,30.01
79,CELL_003,418.78,0.523,0,8.21,455.56,45.82
79,CELL_004,523.31,0.654,0,7.48,478.84,78.96
79,CELL_005,185.97,0.232,0,2.65,283.44,42.48
79,CELL_006,693.25,0.867,0,15.74,383.09,90.02
80,CELL_000,464.4,0.58,0,19.47,436.75,83.78
80,CELL_001,377.09,0.471,0,2.75,380.36,76.66
80,CELL_002,83.24,0.104,0,0.38,374.23,7.02
80,CELL_003,85.07,0.106,0,23.34,497.44,21.16
80,CELL_004,196.22,0.245,0,9.52,261.57,27.03
80,CELL_005,477.16,0.596,0,14.89,289.81,66.27
80,CELL_006,597.86,0.747,0,1.12,425.38,138.78
81,CELL_000,747.52,0.934,0,3.54,206.94,157.56
81,CELL_001,469.12,0.586,0,11.63,486.35,111.97
81,CELL_002,192.95,0.241,0,37.1,490.17,17.33
81,CELL_003,368.43,0.461,0,23.23,282.9,31.32
81,CELL_004,314.47,0.393,0,22.57,254.58,78.53
81,CELL_005,392.52,0.491,0,24.99,208.24,27.71
81,CELL_006,311.97,0.39,0,4.89,458.53,60.28
82,CELL_000,613.14,0.766,0,15.77,287.22,39.45
82,CELL_001,434.53,0.543,0,35.73,412.79,67.63
82,CELL_002,270.25,0.338,0,29.93,445.71,56.23
82,CELL_003,608.62,0.761,0,30.03,236.31,138.34
82,CELL_004,422.49,0.528,0,25.13,425.16,32.31
82,CELL_005,554.75,0.693,0,11.45,417.34,87.31
82,CELL_006,476.21,0.595,0,8.39,426.55,91.09
83,CELL_000,222.11,0.278,0,0.88,215.0,14.15
83,CELL_001,655.8,0.82,0,35.88,288.51,108.73
83,CELL_002,254.95,0.319,0,7.18,449.32,44.1
83,CELL_003,474.45,0.593,0,20.78,314.56,56.33
83,CELL_004,568.58,0.711,0,6.87,435.25,139.45
83,CELL_005,703.64,0.88,0,20.33,334.82,116.0
83,CELL_006,391.44,0.489,0,11.36,261.51,63.78
84,CELL_000,250.98,0.314,0,36.17,497.68,49.8
84,CELL_001,125.79,0.157,0,9.44,265.76,30.52
84,CELL_002,388.52,0.486,0,18.42,374.92,89.59
84,CELL_003,729.21,0.912,0,8.68,255.13,144.89
84,CELL_004,482.59,0.603,0,25.09,287.11,110.37
84,CELL_005,480.73,0.601,0,35.2,239.03,105.98
84,CELL_006,206.61,0.258,0,16.55,310.28,35.77
85,CELL_000,85.01,0.106,0,30.56,345.19,16.55
85,CELL_001,610.41,0.763,0,36.76,212.72,60.02
85,CELL_002,190.72,0.238,0,26.24,395.21,24.77
85,CELL_003,597.46,0.747,0,36.57,458.63,75.87
85,CELL_004,625.28,0.782,0,31.07,387.54,45.08
85,CELL_005,724.57,0.906,0,24.48,246.97,69.14
85,CELL_006,680.38,0.85,0,26.26,235.01,63.29
86,CELL_000,137.51,0.172,0,2.04,262.59,31.91
86,CELL_001,728.26,0.91,0,0.6,368.74,92.33
86,CELL_002,350.49,0.438,0,4.56,460.62,73.34
86,CELL_003,362.48,0.453,0,16.77,256.72,53.85
86,CELL_004,532.05,0.665,0,37.57,420.64,48.91
86,CELL_005,50.0,0.133,1,8.35,289.1,13.63
86,CELL_006,140.85,0.176,0,16.91,338.56,12.95
87,CELL_000,146.8,0.184,0,20.45,269.12,16.04
87,CELL_001,659.5,0.824,0,25.24,311.05,128.4
87,CELL_002,319.06,0.399,0,29.42,215.33,79.29
87,CELL_003,178.58,0.223,0,3.19,373.31,32.2
87,CELL_004,289.75,0.362,0,35.69,460.36,64.93
87,CELL_005,507.85,0.635,0,31.1,297.48,56.74
87,CELL_006,528.67,0.661,0,19.87,445.61,100.95
88,CELL_000,339.26,0.424,0,4.28,396.36,48.49
88,CELL_001,474.96,0.594,0,6.7,228.73,44.45
88,CELL_002,371.11,0.464,0,26.17,488.18,62.94
88,CELL_003,285.49,0.357,0,3.35,254.38,50.73
88,CELL_004,140.29,0.175,0,28.95,386.24,32.96
88,CELL_005,155.22,0.194,0,24.52,423.82,23.12
88,CELL_006,658.35,0.823,0,10.21,230.42,102.9
89,CELL_000,617.4,0.772,0,7.73,318.34,67.17
89,CELL_001,331.2,0.414,0,1.77,233.82,40.48
89,CELL_002,636.38,0.795,0,16.55,493.68,79.74
89,CELL_003,739.8,0.925,0,24.66,272.13,128.92
89,CELL_004,613.87,0.767,0,21.76,400.97,50.58
89,CELL_005,279.35,0.349,0,5.62,416.43,38.69
89,CELL_006,128.01,0.16,0,27.06,206.73,27.88
90,CELL_000,234.12,0.293,0,29.37,240.2,47.87
90,CELL_001,340.1,0.425,0,15.52,443.8,57.16
90,CELL_002,218.54,0.273,0,23.48,454.55,52.09
90,CELL_003,130.89,0.164,0,2.99,277.59,10.37
90,CELL_004,118.16,0.148,0,36.29,486.7,12.29
90,CELL_005,409.97,0.512,0,8.77,420.37,62.65
90,CELL_006,640.17,0.8,0,30.02,364.92,111.53
91,CELL_000,236.46,0.296,0,33.84,278.45,22.21
91,CELL_001,382.98,0.479,0,21.02,336.25,91.44
91,CELL_002,187.05,0.234,0,32.55,319.89,37.8
91,CELL_003,375.37,0.469,0,18.25,405.11,28.93
91,CELL_004,213.07,0.266,0,3.6,273.99,16.69
91,CELL_005,462.3,0.578,0,19.67,487.41,86.85
91,CELL_006,546.13,0.683,0,29.25,203.26,124.68
92,CELL_000,152.54,0.191,0,20.88,234.49,37.48
92,CELL_001,354.08,0.443,0,0.2,388.36,33.18
92,CELL_002,571.01,0.714,0,9.58,474.03,92.5
92,CELL_003,140.73,0.176,0,22.57,437.86,32.13
92,CELL_004,492.89,0.616,0,29.22,404.41,83.3
92,CELL_005,50.0,0.112,1,26.39,402.05,6.98
92,CELL_006,644.34,0.805,0,0.96,413.96,146.65
93,CELL_000,295.27,0.369,0,33.21,286.09,21.8
93,CELL_001,618.35,0.773,0,24.56,341.3,145.72
93,CELL_002,397.54,0.497,0,37.54,401.46,55.92
93,CELL_003,183.46,0.229,0,32.07,259.89,37.65
93,CELL_004,146.01,0.183,0,6.05,222.89,31.16
93,CELL_005,591.35,0.739,0,15.3,447.69,94.58
93,CELL_006,212.28,0.265,0,39.36,239.77,17.75
94,CELL_000,443.11,0.554,0,24.32,243.85,96.56
94,CELL_001,416.5,0.521,0,35.99,440.86,76.2
94,CELL_002,389.03,0.486,0,7.8,488.78,86.22
94,CELL_003,329.68,0.412,0,34.72,282.91,31.21
94,CELL_004,159.29,0.199,0,0.56,339.16,35.57
94,CELL_005,327.72,0.41,0,18.92,446.31,59.29
94,CELL_006,441.92,0.552,0,37.58,449.84,78.24
95,CELL_000,171.65,0.215,0,34.34,400.21,13.36
95,CELL_001,156.51,0.196,0,19.91,276.77,31.3
95,CELL_002,274.56,0.343,0,16.58,279.89,18.45
95,CELL_003,619.23,0.774,0,17.93,290.16,134.4
95,CELL_004,504.82,0.631,0,33.8,203.86,38.91
95,CELL_005,129.43,0.162,0,25.13,363.14,11.78
95,CELL_006,370.88,0.464,0,23.03,299.11,56.12
96,CELL_000,412.79,0.516,0,13.15,489.29,84.42
96,CELL_001,336.8,0.421,0,15.08,440.48,45.61
96,CELL_002,358.02,0.448,0,2.14,492.78,33.07
96,CELL_003,526.02,0.658,0,17.9,242.6,121.31
96,CELL_004,212.08,0.265,0,20.4,333.05,28.23
96,CELL_005,494.12,0.618,0,28.84,323.39,123.48
96,CELL_006,50.0,0.102,1,19.77,320.1,11.7
97,CELL_000,476.86,0.596,0,33.29,400.03,112.14
97,CELL_001,739.88,0.925,0,2.52,366.69,90.64
97,CELL_002,248.88,0.311,0,22.28,318.59,58.78
97,CELL_003,433.97,0.542,0,6.57,490.59,69.11
97,CELL_004,631.07,0.789,0,15.89,367.56,140.25
97,CELL_005,451.26,0.564,0,28.04,450.81,92.39
97,CELL_006,740.02,0.925,0,11.56,407.07,56.9
98,CELL_000,432.66,0.541,0,19.72,243.23,89.97
98,CELL_001,565.61,0.707,0,24.09,388.58,108.48
98,CELL_002,514.01,0.643,0,9.93,307.93,127.7
98,CELL_003,156.95,0.196,0,37.44,461.76,28.21
98,CELL_004,417.9,0.522,0,3.46,318.69,70.84
98,CELL_005,602.64,0.753,0,9.62,326.81,109.07
98,CELL_006,721.6,0.902,0,18.56,447.1,107.78
99,CELL_000,628.64,0.786,0,37.76,413.88,107.18
99,CELL_001,747.65,0.935,0,36.38,293.85,80.29
99,CELL_002,598.94,0.749,0,7.08,474.61,98.31
99,CELL_003,605.06,0.756,0,25.72,253.23,141.41
99,CELL_004,622.39,0.778,0,13.87,353.35,41.92
99,CELL_005,593.1,0.741,0,13.82,416.38,72.38
99,CELL_006,502.39,0.628,0,17.61,242.88,73.29
100,CELL_000,580.28,0.725,0,36.43,465.0,61.42
100,CELL_001,128.05,0.16,0,19.32,265.33,23.19
100,CELL_002,101.6,0.127,0,21.7,477.59,6.56
100,CELL_003,702.37,0.878,0,30.8,461.18,128.1
100,CELL_004,545.88,0.682,0,34.75,263.12,57.71
100,CELL_005,316.89,0.396,0,3.3,413.47,72.0
100,CELL_006,469.87,0.587,0,29.99,293.65,92.49
101,CELL_000,691.73,0.865,0,14.4,294.25,126.01
101,CELL_001,313.95,0.392,0,33.85,341.75,67.28
101,CELL_002,686.87,0.859,0,9.2,266.0,48.31
101,CELL_003,207.22,0.259,0,8.66,303.18,35.03
101,CELL_004,608.88,0.761,0,32.25,204.22,124.94
101,CELL_005,316.71,0.396,0,32.13,362.28,52.05
101,CELL_006,698.02,0.873,0,35.32,415.41,133.48
102,CELL_000,704.56,0.881,0,3.07,281.44,152.88
102,CELL_001,390.08,0.488,0,19.05,293.48,65.48
102,CELL_002,633.52,0.792,0,28.5,278.94,85.26
102,CELL_003,143.93,0.18,0,26.11,429.59,12.77
102,CELL_004,669.37,0.837,0,39.34,493.7,50.89
102,CELL_005,265.8,0.332,0,23.13,417.79,45.92
102,CELL_006,276.31,0.345,0,38.43,410.22,51.49
103,CELL_000,675.29,0.844,0,29.97,387.38,149.48
103,CELL_001,606.84,0.759,0,24.94,335.94,91.82
103,CELL_002,221.17,0.276,0,10.97,460.21,20.52
103,CELL_003,458.07,0.573,0,2.01,292.85,74.29
103,CELL_004,50.0,0.115,1,10.47,474.19,18.87
103,CELL_005,230.17,0.288,0,6.34,218.26,18.02
103,CELL_006,691.14,0.864,0,34.26,396.62,142.44
104,CELL_000,374.26,0.468,0,15.81,369.31,37.1
104,CELL_001,759.29,0.949,0,35.55,387.3,108.53
104,CELL_002,468.71,0.586,0,17.88,220.48,52.63
104,CELL_003,393.98,0.492,0,28.76,272.36,40.89
104,CELL_004,290.64,0.363,0,17.95,287.99,58.17
104,CELL_005,354.78,0.443,0,22.71,394.74,37.64
104,CELL_006,243.61,0.305,0,34.95,200.46,26.49
105,CELL_000,306.95,0.384,0,11.94,426.06,53.97
105,CELL_001,564.37,0.705,0,29.54,333.99,134.51
105,CELL_002,393.56,0.492,0,9.43,403.42,76.27
105,CELL_003,705.41,0.882,0,22.0,452.24,151.81
105,CELL_004,433.22,0.542,0,11.72,360.17,63.89
105,CELL_005,345.24,0.432,0,18.14,317.26,76.85
105,CELL_006,116.96,0.146,0,2.8,499.9,18.16
106,CELL_000,538.7,0.673,0,29.27,415.84,44.49
106,CELL_001,543.37,0.679,0,33.66,339.52,77.59
106,CELL_002,180.76,0.226,0,22.86,412.89,24.62
106,CELL_003,176.87,0.221,0,12.08,473.9,31.55
106,CELL_004,619.29,0.774,0,11.29,496.33,120.18
106,CELL_005,212.75,0.266,0,2.42,459.77,33.44
106,CELL_006,249.77,0.312,0,5.69,355.65,38.3
107,CELL_000,745.49,0.932,0,18.72,204.98,125.1
107,CELL_001,300.76,0.376,0,0.29,458.26,27.47
107,CELL_002,376.4,0.47,0,17.58,258.68,92.04
107,CELL_003,591.2,0.739,0,8.26,268.96,94.87
107,CELL_004,183.46,0.229,0,17.7,238.95,21.73
107,CELL_005,129.92,0.162,0,27.59,234.65,25.76
107,CELL_006,134.83,0.169,0,28.36,259.65,13.74
108,CELL_000,409.5,0.512,0,24.85,260.82,95.28
108,CELL_001,325.28,0.407,0,13.42,399.21,36.41
108,CELL_002,580.25,0.725,0,24.3,399.33,103.94
108,CELL_003,332.2,0.415,0,11.05,222.34,53.64
108,CELL_004,424.65,0.531,0,8.41,477.71,49.36
108,CELL_005,488.58,0.611,0,8.63,342.17,100.03
108,CELL_006,707.53,0.884,0,0.73,385.7,108.21
109,CELL_000,453.05,0.566,0,14.5,493.46,63.22
109,CELL_001,151.76,0.19,0,4.65,481.36,15.97
109,CELL_002,751.71,0.94,0,32.67,207.77,157.3
109,CELL_003,97.52,0.122,0,34.45,423.09,20.63
109,CELL_004,499.65,0.625,0,5.64,465.52,124.0
109,CELL_005,411.99,0.515,0,6.42,202.72,57.56
109,CELL_006,721.73,0.902,0,18.5,317.05,146.97
110,CELL_000,152.89,0.191,0,2.48,474.7,21.75
110,CELL_001,274.8,0.343,0,9.15,205.72,23.83
110,CELL_002,319.23,0.399,0,13.0,366.23,67.15
110,CELL_003,319.79,0.4,0,17.13,286.79,49.45
110,CELL_004,216.89,0.271,0,29.53,298.99,33.85
110,CELL_005,423.03,0.529,0,26.04,481.11,55.92
110,CELL_006,317.12,0.396,0,38.79,312.59,29.19
111,CELL_000,350.69,0.438,0,27.87,402.05,75.86
111,CELL_001,387.66,0.485,0,19.98,263.46,80.32
111,CELL_002,98.73,0.123,0,33.52,321.94,13.33
111,CELL_003,559.13,0.699,0,17.49,222.14,134.14
111,CELL_004,679.71,0.85,0,10.01,208.42,149.61
111,CELL_005,441.47,0.552,0,15.26,434.73,69.8
111,CELL_006,313.23,0.392,0,13.05,215.19,58.35
112,CELL_000,559.95,0.7,0,33.6,225.4,97.69
112,CELL_001,81.31,0.102,0,17.37,445.14,12.52
112,CELL_002,193.32,0.242,0,25.42,420.28,38.27
112,CELL_003,620.54,0.776,0,13.25,292.28,136.1
112,CELL_004,394.95,0.494,0,3.56,318.99,45.61
112,CELL_005,424.93,0.531,0,8.63,499.33,88.74
112,CELL_006,328.17,0.41,0,11.3,376.37,42.1
113,CELL_000,509.1,0.636,0,34.3,498.5,112.51
113,CELL_001,219.98,0.275,0,16.76,325.13,44.59
113,CELL_002,117.36,0.147,0,2.73,442.55,7.66
113,CELL_003,623.91,0.78,0,8.62,459.53,93.46
113,CELL_004,541.75,0.677,0,6.91,272.73,120.34
113,CELL_005,593.85,0.742,0,30.5,225.92,53.06
113,CELL_006,515.9,0.645,0,7.06,348.81,85.39
114,CELL_000,529.37,0.662,0,18.6,498.43,58.8
114,CELL_001,214.4,0.268,0,34.66,386.88,29.17
114,CELL_002,484.52,0.606,0,24.7,420.43,105.47
114,CELL_003,584.39,0.73,0,3.36,317.45,63.9
114,CELL_004,492.37,0.615,0,35.71,245.43,49.97
114,CELL_005,718.22,0.898,0,23.87,314.45,120.38
114,CELL_006,535.9,0.67,0,20.09,477.21,75.18
115,CELL_000,686.26,0.858,0,7.94,469.44,92.68
115,CELL_001,167.12,0.209,0,8.89,230.46,29.18
115,CELL_002,434.68,0.543,0,5.68,451.27,83.17
115,CELL_003,738.43,0.923,0,32.81,463.56,94.7
115,CELL_004,752.3,0.94,0,10.49,224.38,165.22
115,CELL_005,543.4,0.679,0,10.97,223.52,63.97
115,CELL_006,730.67,0.913,0,25.67,246.01,82.58
116,CELL_000,509.77,0.637,0,19.51,308.49,125.67
116,CELL_001,294.52,0.368,0,1.45,380.75,29.27
116,CELL_002,370.63,0.463,0,22.94,370.35,67.51
116,CELL_003,635.83,0.795,0,12.48,435.75,49.97
116,CELL_004,189.41,0.237,0,21.79,411.88,30.48
116,CELL_005,638.57,0.798,0,1.23,208.32,130.08
116,CELL_006,389.02,0.486,0,37.68,457.89,76.9
117,CELL_000,577.68,0.722,0,29.29,427.78,80.69
117,CELL_001,365.63,0.457,0,4.32,453.54,44.45
117,CELL_002,200.2,0.25,0,3.07,384.13,44.09
117,CELL_003,633.25,0.792,0,13.83,231.32,112.83
117,CELL_004,440.42,0.551,0,19.88,489.52,79.79
117,CELL_005,671.12,0.839,0,37.94,365.08,69.25
117,CELL_006,302.85,0.379,0,25.0,201.62,22.67
118,CELL_000,738.29,0.923,0,18.04,467.28,85.45
118,CELL_001,133.46,0.167,0,8.46,262.12,25.3
118,CELL_002,231.6,0.29,0,14.53,341.37,38.12
118,CELL_003,474.57,0.593,0,7.74,304.02,114.42
118,CELL_004,485.15,0.606,0,8.64,365.86,116.84
118,CELL_005,264.21,0.33,0,16.69,351.56,22.55
118,CELL_006,143.89,0.18,0,14.53,465.66,13.09
119,CELL_000,371.05,0.464,0,5.28,209.46,36.33
119,CELL_001,338.96,0.424,0,31.74,495.87,33.34
119,CELL_002,402.85,0.504,0,19.1,476.95,38.13
119,CELL_003,346.28,0.433,0,16.35,287.2,73.4
119,CELL_004,181.12,0.226,0,14.98,409.63,38.49
119,CELL_005,167.98,0.21,0,20.26,285.65,15.39
119,CELL_006,514.56,0.643,0,13.41,487.99,89.13
120,CELL_000,87.41,0.109,0,10.33,246.72,7.08
120,CELL_001,447.95,0.56,0,31.35,303.68,50.55
120,CELL_002,193.57,0.242,0,10.6,441.55,16.64
120,CELL_003,476.26,0.595,0,1.98,232.96,106.83
120,CELL_004,317.96,0.397,0,12.41,452.22,64.14
120,CELL_005,149.74,0.187,0,9.7,466.93,19.68
120,CELL_006,408.7,0.511,0,3.35,362.31,81.39
121,CELL_000,728.44,0.911,0,29.63,291.11,137.96
121,CELL_001,487.74,0.61,0,22.0,269.94,56.54
121,CELL_002,404.11,0.505,0,12.61,357.53,61.53
121,CELL_003,547.39,0.684,0,10.84,452.86,119.61
121,CELL_004,591.62,0.74,0,20.61,289.66,117.13
121,CELL_005,274.79,0.343,0,13.87,297.42,38.44
121,CELL_006,139.98,0.175,0,2.05,397.74,32.95
122,CELL_000,695.26,0.869,0,38.0,322.72,160.52
122,CELL_001,750.71,0.938,0,12.34,321.46,123.36
122,CELL_002,625.72,0.782,0,11.89,258.84,136.39
122,CELL_003,582.22,0.728,0,22.86,351.6,51.49
122,CELL_004,397.76,0.497,0,24.85,401.14,86.16
122,CELL_005,339.94,0.425,0,23.25,210.43,69.46
122,CELL_006,339.49,0.424,0,23.24,269.92,49.81
123,CELL_000,626.85,0.784,0,32.02,459.9,99.66
123,CELL_001,588.76,0.736,0,34.97,422.22,76.03
123,CELL_002,166.73,0.208,0,21.69,252.61,38.54
123,CELL_003,429.94,0.537,0,39.84,332.09,33.38
123,CELL_004,363.48,0.454,0,8.91,200.23,34.89
123,CELL_005,445.68,0.557,0,17.47,291.3,32.65
123,CELL_006,142.87,0.179,0,11.9,380.38,35.35
124,CELL_000,124.58,0.156,0,24.6,316.13,9.31
124,CELL_001,328.97,0.411,0,26.96,490.53,26.18
124,CELL_002,389.52,0.487,0,21.52,243.95,39.6
124,CELL_003,525.94,0.657,0,33.33,256.51,105.25
124,CELL_004,125.52,0.157,0,12.62,362.93,18.26
124,CELL_005,586.17,0.733,0,20.54,416.84,123.14
124,CELL_006,534.62,0.668,0,34.3,315.3,83.57
125,CELL_000,191.17,0.239,0,3.59,357.5,15.39
125,CELL_001,332.48,0.416,0,38.78,427.55,55.6
125,CELL_002,662.28,0.828,0,7.91,208.55,68.63
125,CELL_003,354.17,0.443,0,37.01,344.98,36.33
125,CELL_004,331.34,0.414,0,38.9,329.04,60.81
125,CELL_005,721.14,0.901,0,39.15,317.11,109.65
125,CELL_006,282.62,0.353,0,28.55,363.17,24.54
126,CELL_000,128.91,0.161,0,27.83,495.81,18.97
126,CELL_001,84.16,0.105,0,18.76,224.88,13.89
126,CELL_002,589.28,0.737,0,39.75,355.28,86.92
126,CELL_003,377.81,0.472,0,33.54,473.78,92.7
126,CELL_004,323.48,0.404,0,6.26,294.77,27.51
126,CELL_005,594.96,0.744,0,11.01,297.48,137.17
126,CELL_006,274.17,0.343,0,9.64,485.26,45.79
127,CELL_000,531.83,0.665,0,35.96,243.17,85.16
127,CELL_001,140.92,0.176,0,9.74,377.77,17.91
127,CELL_002,594.94,0.744,0,17.46,464.76,134.47
127,CELL_003,493.08,0.616,0,11.73,360.49,30.96
127,CELL_004,658.69,0.823,0,21.63,473.78,121.63
127,CELL_005,402.17,0.503,0,39.46,381.21,89.12
127,CELL_006,460.68,0.576,0,27.63,293.8,37.46
128,CELL_000,519.46,0.649,0,33.86,249.87,73.68
128,CELL_001,332.07,0.415,0,32.19,359.52,70.62
128,CELL_002,439.08,0.549,0,22.05,412.66,94.89
128,CELL_003,641.29,0.802,0,6.94,418.24,78.81
128,CELL_004,526.97,0.659,0,0.07,436.69,55.16
128,CELL_005,90.31,0.113,0,1.94,376.86,11.13
128,CELL_006,429.05,0.536,0,24.98,364.02,69.86
129,CELL_000,716.0,0.895,0,26.58,273.87,171.71
129,CELL_001,114.85,0.144,0,9.35,310.24,28.01
129,CELL_002,654.82,0.819,0,8.04,239.57,83.67
129,CELL_003,710.3,0.888,0,14.81,455.0,162.12
129,CELL_004,738.66,0.923,0,34.08,208.93,147.13
129,CELL_005,654.06,0.818,0,32.57,296.45,93.43
129,CELL_006,178.99,0.224,0,18.32,278.97,20.27
130,CELL_000,595.08,0.744,0,16.13,341.81,130.76
130,CELL_001,376.15,0.47,0,19.52,496.23,87.85
130,CELL_002,414.1,0.518,0,25.99,329.76,75.16
130,CELL_003,274.23,0.343,0,2.57,368.33,32.61
130,CELL_004,747.21,0.934,0,33.13,297.34,158.34
130,CELL_005,316.37,0.395,0,29.62,310.64,72.8
130,CELL_006,279.84,0.35,0,32.56,462.87,41.9
131,CELL_000,336.54,0.421,0,4.76,257.35,33.95
131,CELL_001,86.6,0.108,0,0.01,291.58,10.88
131,CELL_002,348.03,0.435,0,0.05,308.46,64.58
131,CELL_003,489.9,0.612,0,7.96,290.8,101.66
131,CELL_004,468.6,0.586,0,35.38,325.61,45.2
131,CELL_005,50.0,0.137,1,29.05,264.31,9.6
131,CELL_006,153.08,0.191,0,28.07,491.2,36.44
132,CELL_000,216.12,0.27,0,33.41,311.76,20.47
132,CELL_001,536.56,0.671,0,20.82,441.61,118.73
