timestamp,slice,prb_utilization,active_ues,sla_compliance,throughput_mbps,latency_p99_ms
179,eMBB,0.483,16,0.9807,190.53,3.51
179,URLLC,0.624,17,0.9142,94.21,2.94
179,mMTC,0.743,20,0.9003,330.36,8.13
180,eMBB,0.332,24,0.9543,90.02,4.33
180,URLLC,0.51,13,0.9897,235.69,3.47
180,mMTC,0.303,11,0.9243,56.61,6.74
181,eMBB,0.862,10,0.9065,315.91,3.48
181,URLLC,0.394,9,0.9837,184.69,15.71
181,mMTC,0.528,24,0.904,72.53,17.22
182,eMBB,0.764,24,0.992,299.76,0.82
182,URLLC,0.689,23,0.9197,296.76,27.6
182,mMTC,0.343,19,0.9141,137.49,6.92
183,eMBB,0.533,24,0.9915,170.25,5.29
183,URLLC,0.892,11,0.9525,182.86,4.24
183,mMTC,0.33,20,0.9187,90.16,14.93
184,eMBB,0.636,7,0.9095,283.33,1.14
184,URLLC,0.834,12,0.9317,307.67,0.53
184,mMTC,0.497,10,0.9174,150.01,2.4
185,eMBB,0.382,10,0.9872,143.14,35.1
185,URLLC,0.858,22,0.9931,393.02,6.29
185,mMTC,0.395,22,0.9657,124.1,10.81
186,eMBB,0.832,23,0.9244,232.59,0.56
186,URLLC,0.223,14,0.9511,26.88,20.03
186,mMTC,0.857,14,0.9686,240.96,7.68
187,eMBB,0.749,11,0.946,214.84,5.88
187,URLLC,0.888,19,0.9275,363.37,9.5
187,mMTC,0.343,13,0.9643,88.97,9.02
188,eMBB,0.503,8,0.9877,137.91,7.28
188,URLLC,0.71,10,0.9653,261.6,14.12
188,mMTC,0.484,22,0.9989,209.95,5.8
189,eMBB,0.57,11,0.9109,253.89,18.98
189,URLLC,0.26,10,0.9279,57.48,5.48
189,mMTC,0.523,8,0.9866,99.04,13.9
190,eMBB,0.247,15,0.901,28.13,15.15
190,URLLC,0.769,23,0.9025,198.33,3.54
190,mMTC,0.218,22,0.9972,25.33,9.51
191,eMBB,0.815,10,0.9316,266.57,0.57
191,URLLC,0.796,9,0.9218,181.87,2.9
191,mMTC,0.786,16,0.9625,245.28,4.87
192,eMBB,0.542,9,0.9203,250.92,3.91
192,URLLC,0.695,16,0.9949,212.74,5.57
192,mMTC,0.462,13,0.9032,214.87,4.93
193,eMBB,0.716,24,0.9808,319.84,9.79
193,URLLC,0.605,5,0.9311,189.67,0.74
193,mMTC,0.546,21,0.9037,158.79,0.5
194,eMBB,0.521,22,0.9396,165.1,0.15
194,URLLC,0.529,20,0.9902,236.03,15.67
194,mMTC,0.338,6,0.9624,48.24,6.01
195,eMBB,0.312,12,0.9226,141.68,2.93
195,URLLC,0.824,7,0.9133,178.44,1.27
195,mMTC,0.419,7,0.9926,49.81,11.97
196,eMBB,0.292,17,0.9106,81.14,3.04
196,URLLC,0.441,13,0.9294,171.21,19.38
196,mMTC,0.648,19,0.9861,161.59,22.5
197,eMBB,0.668,18,0.9945,137.11,2.42
197,URLLC,0.577,11,0.9227,145.95,3.86
197,mMTC,0.663,14,0.9667,291.37,47.69
198,eMBB,0.787,6,0.9736,154.82,6.37
198,URLLC,0.85,5,0.9578,232.03,2.61
198,mMTC,0.285,22,0.9819,73.63,0.54
199,eMBB,0.81,24,0.9052,327.99,34.88
199,URLLC,0.56,8,0.9069,223.55,11.34
199,mMTC,0.457,15,0.9127,148.8,16.12
200,eMBB,0.785,7,0.9922,292.88,8.08
200,URLLC,0.41,14,0.9335,146.86,0.91
200,mMTC,0.361,17,0.9454,88.7,2.56
201,eMBB,0.657,16,0.9161,113.23,6.99
201,URLLC,0.546,20,0.9207,178.46,1.87
201,mMTC,0.232,22,0.9257,44.74,0.54
202,eMBB,0.872,10,0.9892,336.06,3.82
202,URLLC,0.413,20,0.994,78.53,2.33
202,mMTC,0.485,8,0.9919,126.47,19.68
203,eMBB,0.748,14,0.99,282.69,10.93
203,URLLC,0.665,23,0.9384,126.13,27.73
203,mMTC,0.294,5,0.9409,122.68,9.14
204,eMBB,0.684,15,0.935,247.82,2.89
204,URLLC,0.369,15,0.9414,115.93,17.11
204,mMTC,0.863,17,0.9208,161.77,1.64
205,eMBB,0.739,9,0.9414,254.3,3.81
205,URLLC,0.833,22,0.9829,396.77,4.21
205,mMTC,0.432,15,0.9159,113.51,6.79
206,eMBB,0.407,14,0.9279,191.48,3.08
206,URLLC,0.227,7,0.9132,51.89,5.68
206,mMTC,0.217,23,0.9474,40.38,10.87
207,eMBB,0.271,23,0.9358,75.46,17.32
207,URLLC,0.833,12,0.9761,357.52,3.21
207,mMTC,0.803,21,0.9897,243.9,2.07
208,eMBB,0.331,12,0.9541,130.11,9.18
208,URLLC,0.513,23,0.9553,147.78,3.66
208,mMTC,0.839,24,0.9368,395.46,0.17
209,eMBB,0.424,20,0.9188,203.75,11.03
209,URLLC,0.873,11,0.9552,308.57,3.05
209,mMTC,0.206,9,0.961,96.29,3.84
210,eMBB,0.205,9,0.9336,70.74,0.4
210,URLLC,0.351,19,0.986,44.43,17.93
210,mMTC,0.819,18,0.9084,366.07,11.17
211,eMBB,0.368,12,0.9924,57.6,1.62
211,URLLC,0.489,9,0.9956,146.96,8.92
211,mMTC,0.705,5,0.9914,132.06,9.72
212,eMBB,0.73,17,0.9004,266.86,1.39
212,URLLC,0.35,14,0.9348,54.99,7.36
212,mMTC,0.256,12,0.9947,112.14,18.0
213,eMBB,0.763,18,0.9439,250.72,8.51
213,URLLC,0.81,15,0.9665,205.62,3.29
213,mMTC,0.463,16,0.9719,191.73,5.06
214,eMBB,0.393,7,0.9118,92.84,12.86
214,URLLC,0.236,9,0.9922,45.02,0.52
214,mMTC,0.355,8,0.9847,176.26,13.73
215,eMBB,0.471,19,0.9564,121.32,0.06
215,URLLC,0.62,13,0.9483,267.77,6.88
215,mMTC,0.734,24,0.9807,365.3,14.78
216,eMBB,0.736,15,0.9324,242.32,4.72
216,URLLC,0.426,23,0.9346,46.51,4.82
216,mMTC,0.583,11,0.9204,161.47,11.74
217,eMBB,0.205,22,0.9141,42.17,1.92
217,URLLC,0.384,9,0.9108,60.33,3.96
217,mMTC,0.506,14,0.9644,169.74,12.87
218,eMBB,0.308,12,0.951,126.41,1.38
218,URLLC,0.341,24,0.9557,159.11,1.51
218,mMTC,0.206,23,0.9789,102.27,0.51
219,eMBB,0.484,23,0.9708,208.06,25.87
219,URLLC,0.499,19,0.9561,95.03,2.1
219,mMTC,0.377,23,0.9865,103.54,14.56
220,eMBB,0.744,5,0.9066,327.52,1.7
220,URLLC,0.543,8,0.9004,61.26,11.06
220,mMTC,0.368,12,0.9235,181.13,1.62
221,eMBB,0.585,23,0.9394,114.67,3.58
221,URLLC,0.792,6,0.9785,133.47,6.48
221,mMTC,0.231,7,0.9399,115.01,0.24
222,eMBB,0.657,11,0.9158,267.43,11.91
222,URLLC,0.283,18,0.9536,77.8,3.78
222,mMTC,0.62,10,0.9009,277.33,9.85
223,eMBB,0.488,14,0.9469,131.3,0.44
223,URLLC,0.686,20,0.9131,96.5,6.15
223,mMTC,0.579,22,0.9863,148.57,13.24
224,eMBB,0.498,6,0.9705,75.99,15.05
224,URLLC,0.634,19,0.9203,87.4,1.68
224,mMTC,0.605,7,0.9868,229.18,15.02
225,eMBB,0.654,10,0.9813,282.32,8.6
225,URLLC,0.235,24,0.9762,62.28,3.75
225,mMTC,0.435,9,0.968,122.69,2.44
226,eMBB,0.462,11,0.9715,154.05,0.04
226,URLLC,0.4,16,0.9108,117.38,8.72
226,mMTC,0.891,22,0.9128,288.84,0.82
227,eMBB,0.685,7,0.9677,95.83,27.86
227,URLLC,0.718,9,0.9581,168.29,21.51
227,mMTC,0.696,9,0.9718,265.84,7.62
228,eMBB,0.296,7,0.9744,115.82,4.64
228,URLLC,0.775,19,0.9008,217.82,6.83
228,mMTC,0.28,15,0.9562,32.05,4.92
229,eMBB,0.201,17,0.9524,70.15,5.8
229,URLLC,0.503,18,0.9176,207.39,0.95
229,mMTC,0.293,6,0.9097,81.49,3.73
230,eMBB,0.639,11,0.992,73.33,7.64
230,URLLC,0.224,22,0.984,43.85,8.64
230,mMTC,0.778,20,0.9022,156.77,6.49
231,eMBB,0.586,24,0.9418,110.97,1.58
231,URLLC,0.652,13,0.9071,279.01,4.38
231,mMTC,0.402,22,0.9132,131.03,12.9
232,eMBB,0.333,20,0.9393,70.07,17.53
232,URLLC,0.771,6,0.9516,217.57,2.24
232,mMTC,0.792,21,0.9668,329.69,0.72
233,eMBB,0.302,21,0.9079,133.47,0.87
233,URLLC,0.663,21,0.9576,125.21,8.47
233,mMTC,0.309,10,0.9782,44.66,7.99
234,eMBB,0.307,12,0.9033,57.04,2.8
234,URLLC,0.307,9,0.9637,41.74,5.96
234,mMTC,0.375,5,0.9099,97.67,1.63
235,eMBB,0.661,14,0.9215,95.65,7.79
235,URLLC,0.822,7,0.9483,254.21,6.15
235,mMTC,0.885,23,0.9692,266.69,0.77
236,eMBB,0.837,10,0.9706,267.16,18.52
236,URLLC,0.32,10,0.9793,128.02,10.5
236,mMTC,0.794,13,0.9483,310.43,3.79
237,eMBB,0.323,7,0.9291,154.79,1.96
237,URLLC,0.773,20,0.9485,299.17,7.71
237,mMTC,0.304,24,0.915,61.21,16.67
238,eMBB,0.271,11,0.9317,38.07,0.49
238,URLLC,0.235,7,0.9943,42.09,7.76
238,mMTC,0.591,11,0.9782,272.2,2.4
239,eMBB,0.217,22,0.9826,75.33,0.46
239,URLLC,0.712,22,0.9032,100.48,4.59
239,mMTC,0.357,14,0.9297,59.88,11.49
240,eMBB,0.717,22,0.9293,344.9,0.51
240,URLLC,0.434,10,0.9007,78.36,9.25
240,mMTC,0.589,9,0.9836,257.21,18.49
241,eMBB,0.772,15,0.9465,180.04,2.68
241,URLLC,0.27,22,0.9826,62.19,0.95
241,mMTC,0.459,5,0.9584,226.98,0.36
242,eMBB,0.387,5,0.9381,117.13,1.75
242,URLLC,0.312,17,0.9049,129.4,29.2
242,mMTC,0.403,24,0.9691,162.29,0.69
243,eMBB,0.518,16,0.9145,242.64,11.38
243,URLLC,0.444,8,0.9443,121.96,14.74
243,mMTC,0.427,18,0.9624,109.32,4.96
244,eMBB,0.367,7,0.9395,140.7,9.71
244,URLLC,0.28,21,0.997,51.17,9.79
244,mMTC,0.331,24,0.9369,158.64,18.26
245,eMBB,0.286,14,0.9439,113.05,11.06
245,URLLC,0.873,15,0.9348,88.82,2.88
245,mMTC,0.596,20,0.9716,106.98,20.03
246,eMBB,0.48,24,0.9968,181.09,6.87
246,URLLC,0.29,12,0.9524,39.49,8.95
246,mMTC,0.696,10,0.9576,252.8,0.83
247,eMBB,0.281,5,0.9595,52.88,24.43
247,URLLC,0.546,10,0.9302,263.32,1.86
247,mMTC,0.785,5,0.9632,317.35,14.31
248,eMBB,0.485,17,0.9928,153.76,0.36
248,URLLC,0.224,14,0.9629,76.68,0.18
248,mMTC,0.716,24,0.9872,135.5,0.26
249,eMBB,0.402,7,0.9321,129.63,15.18
249,URLLC,0.428,23,0.9313,69.4,3.35
249,mMTC,0.583,17,0.9489,141.6,0.18
250,eMBB,0.442,17,0.9606,66.83,15.63
250,URLLC,0.551,8,0.9838,159.61,2.67
250,mMTC,0.442,15,0.9582,111.93,7.5
251,eMBB,0.846,9,0.9233,224.0,9.65
251,URLLC,0.555,15,0.9879,189.93,3.04
251,mMTC,0.558,14,0.9883,153.06,20.83
252,eMBB,0.566,5,0.9815,82.03,5.8
252,URLLC,0.335,17,0.9214,145.79,3.78
252,mMTC,0.763,21,0.941,106.44,8.18
253,eMBB,0.562,20,0.9629,71.64,6.73
253,URLLC,0.893,7,0.9099,150.67,9.53
253,mMTC,0.286,10,0.9452,48.4,3.57
254,eMBB,0.365,22,0.9982,99.38,4.5
254,URLLC,0.23,22,0.9017,83.9,12.39
254,mMTC,0.76,17,0.9448,158.53,17.39
255,eMBB,0.316,12,0.9736,62.69,8.98
255,URLLC,0.305,5,0.9261,118.3,1.2
255,mMTC,0.622,22,0.9062,146.67,22.99
256,eMBB,0.486,9,0.9391,86.54,4.84
256,URLLC,0.654,6,0.9218,108.04,16.66
256,mMTC,0.322,24,0.9618,90.71,24.32
257,eMBB,0.879,9,0.9682,402.52,0.01
257,URLLC,0.323,5,0.9298,55.7,21.02
257,mMTC,0.249,14,0.98,44.74,0.67
258,eMBB,0.565,19,0.9926,228.85,10.74
258,URLLC,0.515,14,0.9081,145.46,6.3
258,mMTC,0.576,7,0.9823,249.56,1.68
259,eMBB,0.288,10,0.9405,107.2,7.56
259,URLLC,0.881,18,0.9759,390.82,0.71
259,mMTC,0.705,18,0.9716,195.3,7.05
260,eMBB,0.898,21,0.9041,183.75,2.44
260,URLLC,0.712,8,0.9298,193.37,4.54
260,mMTC,0.569,13,0.9431,237.23,7.75
261,eMBB,0.861,22,0.9557,174.84,3.3
261,URLLC,0.545,17,0.9077,244.44,0.06
261,mMTC,0.424,16,0.9321,198.9,1.11
262,eMBB,0.807,13,0.9963,217.42,25.63
262,URLLC,0.534,8,0.9632,179.25,10.29
262,mMTC,0.417,15,0.9663,179.79,5.82
263,eMBB,0.564,5,0.9319,135.22,4.06
263,URLLC,0.817,5,0.9301,287.07,9.26
263,mMTC,0.852,23,0.9095,318.21,11.77
264,eMBB,0.429,24,0.9048,58.57,4.33
264,URLLC,0.739,13,0.9715,295.27,1.14
264,mMTC,0.864,20,0.9737,374.46,14.47
265,eMBB,0.849,20,0.9511,212.15,7.02
265,URLLC,0.356,10,0.9069,83.82,22.9
265,mMTC,0.726,19,0.9812,99.87,11.6
266,eMBB,0.709,17,0.9954,342.83,5.32
266,URLLC,0.821,17,0.9681,385.96,1.52
266,mMTC,0.336,10,0.9361,130.98,8.68
267,eMBB,0.854,24,0.9981,326.95,12.61
267,URLLC,0.777,18,0.909,266.7,3.25
267,mMTC,0.612,12,0.9182,166.11,21.95
268,eMBB,0.217,16,0.9602,47.52,1.97
268,URLLC,0.234,5,0.9516,89.7,0.98
268,mMTC,0.801,21,0.9537,237.72,10.58
269,eMBB,0.56,12,0.9552,270.04,4.83
269,URLLC,0.781,12,0.9093,168.15,5.08
269,mMTC,0.721,20,0.9224,309.25,6.58
270,eMBB,0.464,16,0.9118,156.14,2.26
270,URLLC,0.59,17,0.9521,269.54,10.34
270,mMTC,0.522,24,0.9791,240.75,9.17
271,eMBB,0.532,13,0.9906,215.71,12.57
271,URLLC,0.402,14,0.944,124.71,0.09
271,mMTC,0.432,19,0.9546,160.83,6.79
272,eMBB,0.222,9,0.9022,35.07,24.81
272,URLLC,0.504,6,0.9432,57.77,1.17
272,mMTC,0.434,18,0.9864,84.83,0.3
273,eMBB,0.431,13,0.9671,161.52,12.23
273,URLLC,0.818,5,0.9344,355.5,1.52
273,mMTC,0.805,24,0.9798,306.66,5.45
274,eMBB,0.42,13,0.9506,70.64,26.88
274,URLLC,0.234,12,0.9609,83.0,5.8
274,mMTC,0.686,14,0.9931,115.04,9.85
275,eMBB,0.238,18,0.9284,114.06,0.84
275,URLLC,0.457,6,0.9265,77.48,8.2
275,mMTC,0.629,20,0.9719,149.5,9.34
276,eMBB,0.745,18,0.9247,84.33,3.17
276,URLLC,0.206,12,0.9048,79.0,2.7
276,mMTC,0.515,11,0.9564,215.03,9.09
277,eMBB,0.898,12,0.9859,180.72,11.73
277,URLLC,0.484,19,0.9598,150.73,5.0
277,mMTC,0.277,13,0.9063,62.41,41.46
278,eMBB,0.73,9,0.9778,153.74,2.7
278,URLLC,0.802,18,0.9674,323.04,28.63
278,mMTC,0.495,23,0.9427,183.83,32.42
279,eMBB,0.629,22,0.9366,200.64,4.9
279,URLLC,0.678,12,0.9778,149.77,1.9
279,mMTC,0.895,21,0.9212,205.6,7.63
280,eMBB,0.727,12,0.9809,133.44,0.32
280,URLLC,0.449,6,0.9706,139.93,6.91
280,mMTC,0.309,17,0.9925,94.74,1.65
281,eMBB,0.231,6,0.9813,82.52,2.72
281,URLLC,0.789,6,0.9091,104.57,7.45
281,mMTC,0.614,6,0.9092,268.55,0.72
282,eMBB,0.784,13,0.9852,164.39,9.24
282,URLLC,0.453,18,0.9979,134.94,1.38
282,mMTC,0.739,20,0.9788,295.62,5.09
283,eMBB,0.768,8,0.9225,286.72,7.12
283,URLLC,0.423,19,0.9701,141.34,0.21
283,mMTC,0.695,12,0.9837,266.14,4.79
284,eMBB,0.562,6,0.9536,130.54,3.39
284,URLLC,0.616,14,0.9931,156.35,11.92
284,mMTC,0.209,22,0.9143,78.35,13.02
285,eMBB,0.873,16,0.9298,212.29,23.92
285,URLLC,0.566,8,0.9642,225.88,40.37
285,mMTC,0.598,18,0.9717,240.83,1.89
286,eMBB,0.587,17,0.972,290.2,3.48
286,URLLC,0.717,12,0.9078,327.01,2.7
286,mMTC,0.273,20,0.9818,45.67,1.91
287,eMBB,0.739,15,0.943,205.71,1.63
287,URLLC,0.617,9,0.9188,83.91,22.16
287,mMTC,0.867,10,0.9415,383.17,5.84
288,eMBB,0.637,11,0.9331,261.54,2.11
288,URLLC,0.391,15,0.9476,71.34,0.5
288,mMTC,0.352,12,0.963,114.89,17.61
289,eMBB,0.718,5,0.923,170.86,20.42
289,URLLC,0.704,8,0.9772,268.97,9.89
289,mMTC,0.271,6,0.9177,81.36,5.26
290,eMBB,0.245,12,0.9587,32.34,6.41
290,URLLC,0.319,9,0.952,49.72,22.57
290,mMTC,0.265,12,0.9081,117.72,6.38
291,eMBB,0.357,5,0.9389,114.4,13.54
291,URLLC,0.246,21,0.9528,90.42,11.63
291,mMTC,0.592,17,0.9679,127.74,3.16
292,eMBB,0.553,6,0.9746,236.91,5.98
292,URLLC,0.894,11,0.9015,199.53,3.03
292,mMTC,0.393,15,0.998,76.08,4.3
293,eMBB,0.528,12,0.9507,209.06,5.1
293,URLLC,0.352,17,0.9527,98.12,1.42
293,mMTC,0.216,9,0.925,98.24,21.42
294,eMBB,0.348,11,0.9663,140.78,0.66
294,URLLC,0.89,16,0.9119,266.79,7.18
294,mMTC,0.561,8,0.968,120.86,3.08
295,eMBB,0.69,24,0.9869,331.31,28.88
295,URLLC,0.859,24,0.929,171.52,37.56
295,mMTC,0.418,24,0.9852,64.26,20.25
296,eMBB,0.349,14,0.9622,92.84,2.6
296,URLLC,0.611,24,0.9838,152.94,7.1
296,mMTC,0.72,17,0.9082,247.73,6.42
297,eMBB,0.301,22,0.9634,49.55,0.3
297,URLLC,0.87,9,0.9813,275.58,1.8
297,mMTC,0.492,14,0.9338,226.6,5.98
298,eMBB,0.344,11,0.9811,139.97,7.62
298,URLLC,0.779,20,0.9235,176.16,1.28
298,mMTC,0.521,17,0.994,84.15,6.97
299,eMBB,0.816,19,0.9361,366.6,0.59
299,URLLC,0.765,13,0.9569,319.56,3.71
299,mMTC,0.642,23,0.9713,142.98,5.63
300,eMBB,0.87,18,0.9115,141.04,4.3
300,URLLC,0.512,23,0.9112,223.72,2.61
300,mMTC,0.673,23,0.9572,84.2,12.03
301,eMBB,0.833,20,0.9686,168.51,0.07
301,URLLC,0.869,7,0.9018,255.46,3.71
301,mMTC,0.382,21,0.9209,82.03,0.55
302,eMBB,0.251,10,0.9808,78.89,7.82
302,URLLC,0.489,16,0.9187,126.86,24.76
302,mMTC,0.778,24,0.9305,350.43,25.78
303,eMBB,0.421,8,0.9766,80.64,8.1
303,URLLC,0.365,24,0.9044,110.99,20.46
303,mMTC,0.891,17,0.9501,284.78,23.55
304,eMBB,0.336,16,0.962,125.03,16.13
304,URLLC,0.38,16,0.9193,138.38,7.87
304,mMTC,0.658,14,0.9904,171.38,5.66
305,eMBB,0.536,14,0.9461,260.9,1.79
305,URLLC,0.575,19,0.9458,201.49,3.47
305,mMTC,0.575,24,0.994,67.73,5.71
306,eMBB,0.428,19,0.9932,209.32,0.58
306,URLLC,0.686,6,0.9928,107.53,1.21
306,mMTC,0.396,8,0.9143,91.41,2.88
307,eMBB,0.369,18,0.9598,89.31,5.2
307,URLLC,0.272,15,0.9947,86.46,7.07
307,mMTC,0.811,23,0.9017,117.07,15.08
308,eMBB,0.745,16,0.908,157.35,1.96
308,URLLC,0.505,21,0.9882,106.63,11.68
308,mMTC,0.666,20,0.9784,84.73,44.39
309,eMBB,0.825,12,0.9573,393.88,5.77
309,URLLC,0.67,12,0.9812,77.08,5.07
309,mMTC,0.329,12,0.9472,135.3,17.94
310,eMBB,0.249,21,0.9568,123.59,1.59
310,URLLC,0.229,9,0.9565,87.88,3.97
310,mMTC,0.646,6,0.9558,214.67,13.68
311,eMBB,0.829,17,0.975,414.22,1.7
311,URLLC,0.322,18,0.9318,130.35,0.95
311,mMTC,0.63,13,0.9541,279.11,2.0
312,eMBB,0.555,7,0.955,76.46,2.33
312,URLLC,0.759,9,0.9302,144.52,1.6
312,mMTC,0.598,20,0.9164,251.69,1.37
313,eMBB,0.365,22,0.9844,140.26,12.49
313,URLLC,0.87,23,0.9385,385.39,10.64
313,mMTC,0.895,12,0.9471,325.76,0.02
314,eMBB,0.343,16,0.9954,167.69,24.14
314,URLLC,0.499,6,0.9331,50.57,2.6
314,mMTC,0.6,5,0.934,72.72,12.12
315,eMBB,0.345,8,0.9822,94.84,1.32
315,URLLC,0.489,8,0.949,137.55,10.12
315,mMTC,0.796,6,0.9647,199.39,9.42
316,eMBB,0.686,9,0.943,322.78,4.08
316,URLLC,0.441,14,0.902,100.49,11.89
316,mMTC,0.556,16,0.9791,179.77,1.92
317,eMBB,0.561,19,0.9902,56.94,2.66
317,URLLC,0.848,24,0.9045,409.27,4.19
317,mMTC,0.211,16,0.9563,85.72,4.45
318,eMBB,0.854,17,0.9185,387.78,18.27
318,URLLC,0.812,7,0.9663,318.81,1.18
318,mMTC,0.254,21,0.9292,100.45,0.74
319,eMBB,0.695,18,0.9486,265.34,12.49
319,URLLC,0.736,12,0.9378,323.45,8.47
319,mMTC,0.706,17,0.9774,112.24,8.79
320,eMBB,0.808,20,0.9357,184.14,8.17
320,URLLC,0.704,15,0.9814,279.5,0.37
320,mMTC,0.736,17,0.9826,276.99,5.41
321,eMBB,0.208,11,0.9574,49.73,7.06
321,URLLC,0.53,5,0.9952,111.23,2.75
321,mMTC,0.348,5,0.9372,48.97,9.13
322,eMBB,0.664,5,0.9548,78.03,1.21
322,URLLC,0.807,6,0.9462,104.12,11.62
322,mMTC,0.655,5,0.9148,70.23,24.33
323,eMBB,0.816,10,0.9407,241.45,1.09
323,URLLC,0.882,24,0.9438,302.29,0.52
323,mMTC,0.801,8,0.9272,152.1,9.22
324,eMBB,0.607,14,0.9603,79.56,5.96
324,URLLC,0.469,11,0.9642,84.89,8.03
324,mMTC,0.62,16,0.9226,110.65,7.74
325,eMBB,0.705,12,0.9942,242.99,3.34
325,URLLC,0.403,19,0.9585,83.6,10.56
325,mMTC,0.519,16,0.9752,139.3,3.91
326,eMBB,0.542,22,0.965,216.57,3.83
326,URLLC,0.677,5,0.9254,252.25,23.87
326,mMTC,0.793,10,0.9114,218.72,25.37
327,eMBB,0.894,22,0.9795,280.15,4.11
327,URLLC,0.476,24,0.9261,225.74,5.25
327,mMTC,0.87,9,0.9572,98.92,3.64
328,eMBB,0.462,11,0.9256,127.99,0.07
328,URLLC,0.501,17,0.9885,245.08,2.76
328,mMTC,0.215,18,0.9422,101.75,6.69
329,eMBB,0.832,18,0.9847,110.27,15.15
329,URLLC,0.897,19,0.9897,231.7,16.83
329,mMTC,0.298,9,0.9023,134.96,13.06
330,eMBB,0.769,16,0.98,375.8,4.12
330,URLLC,0.851,8,0.9696,302.95,0.69
330,mMTC,0.482,22,0.9763,145.32,0.96
331,eMBB,0.766,9,0.9395,312.57,3.1
331,URLLC,0.857,17,0.9413,330.51,4.98
331,mMTC,0.693,17,0.9927,70.07,28.13
332,eMBB,0.283,7,0.9714,85.23,2.58
332,URLLC,0.51,19,0.9299,133.86,1.0
332,mMTC,0.547,6,0.9121,81.51,7.23
333,eMBB,0.507,14,0.9386,237.2,10.66
333,URLLC,0.425,20,0.9469,93.44,27.36
333,mMTC,0.226,22,0.943,96.27,9.64
334,eMBB,0.786,22,0.9403,368.08,0.28
334,URLLC,0.378,20,0.9654,172.04,6.29
334,mMTC,0.363,14,0.9569,64.58,31.04
335,eMBB,0.244,16,0.9197,46.14,4.67
335,URLLC,0.32,22,0.9741,96.91,14.27
335,mMTC,0.897,10,0.929,135.05,3.81
336,eMBB,0.535,17,0.9821,88.84,3.49
336,URLLC,0.201,11,0.9806,94.63,17.25
336,mMTC,0.243,9,0.9943,27.41,1.66
337,eMBB,0.494,23,0.9542,146.22,1.65
337,URLLC,0.712,8,0.9895,120.62,3.82
337,mMTC,0.73,7,0.9337,362.79,3.15
338,eMBB,0.261,12,0.9092,108.59,1.73
338,URLLC,0.783,21,0.9563,122.16,0.78
338,mMTC,0.228,21,0.9558,86.24,7.59
339,eMBB,0.604,22,0.9889,259.24,36.99
339,URLLC,0.433,14,0.9896,87.38,5.15
339,mMTC,0.738,8,0.9176,234.2,31.12
340,eMBB,0.652,9,0.9817,256.23,4.77
340,URLLC,0.549,18,0.9193,170.2,19.33
340,mMTC,0.628,16,0.9333,78.71,10.79
341,eMBB,0.831,6,0.9339,292.45,0.69
341,URLLC,0.732,5,0.9679,340.54,3.08
341,mMTC,0.355,24,0.9397,156.52,9.36
342,eMBB,0.328,21,0.9264,41.11,0.63
342,URLLC,0.742,8,0.9371,357.5,1.58
342,mMTC,0.225,17,0.9002,86.14,5.45
343,eMBB,0.683,10,0.9184,80.7,26.75
343,URLLC,0.894,6,0.938,131.49,2.51
343,mMTC,0.376,11,0.9392,104.3,2.94
344,eMBB,0.865,5,0.912,114.72,3.75
344,URLLC,0.605,13,0.9206,110.54,7.04
344,mMTC,0.577,8,0.9577,182.61,1.92
345,eMBB,0.728,5,0.9659,299.6,12.68
345,URLLC,0.792,7,0.9426,198.22,12.6
345,mMTC,0.81,16,0.9177,142.44,4.27
346,eMBB,0.652,20,0.9948,287.98,1.96
346,URLLC,0.356,10,0.9636,117.88,17.12
346,mMTC,0.474,17,0.9927,97.34,0.23
347,eMBB,0.372,10,0.9192,107.62,2.84
347,URLLC,0.606,24,0.953,235.46,1.32
347,mMTC,0.283,13,0.9441,65.21,1.12
348,eMBB,0.783,13,0.9889,131.18,1.07
348,URLLC,0.232,5,0.9858,51.56,1.53
348,mMTC,0.472,15,0.9793,76.6,4.2
349,eMBB,0.706,21,0.981,298.97,7.26
349,URLLC,0.301,12,0.9566,115.47,3.96
349,mMTC,0.456,10,0.9289,149.84,0.06
350,eMBB,0.421,9,0.9165,185.93,19.97
350,URLLC,0.632,23,0.9672,141.44,10.29
350,mMTC,0.866,14,0.9666,323.95,18.88
351,eMBB,0.797,7,0.9615,348.42,14.16
351,URLLC,0.404,17,0.9921,137.76,1.01
351,mMTC,0.211,10,0.9221,84.88,4.03
352,eMBB,0.841,17,0.9237,301.12,0.89
352,URLLC,0.279,23,0.9948,113.42,7.91
352,mMTC,0.562,18,0.9889,111.93,0.89
353,eMBB,0.843,15,0.9237,326.56,9.1
353,URLLC,0.303,19,0.987,33.61,8.34
353,mMTC,0.275,6,0.9014,35.97,9.97
354,eMBB,0.683,24,0.9234,221.86,3.6
354,URLLC,0.485,22,0.9153,192.26,3.02
354,mMTC,0.839,22,0.9706,181.13,0.87
355,eMBB,0.677,17,0.9554,116.81,12.3
355,URLLC,0.897,24,0.9887,267.06,56.66
355,mMTC,0.691,10,0.9907,290.85,1.76
356,eMBB,0.684,5,0.9076,165.49,1.33
356,URLLC,0.738,9,0.9393,258.42,0.86
356,mMTC,0.246,10,0.9331,33.81,3.56
357,eMBB,0.356,7,0.9354,65.65,4.79
357,URLLC,0.583,17,0.9411,277.72,0.56
357,mMTC,0.896,23,0.9353,155.74,20.63
358,eMBB,0.281,22,0.9473,115.66,19.43
