timestamp,ue_id,cell_id,x_m,y_m,velocity_mps,direction_deg,neighbor_cells,rsrp_dbm,handover_pending
60,UE_0012,CELL_005,265.56,243.5,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-80.03,0
65,UE_0012,CELL_005,263.46,246.33,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-83.06,0
70,UE_0012,CELL_005,261.36,249.16,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-116.45,0
75,UE_0012,CELL_005,259.26,251.99,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-107.51,0
80,UE_0012,CELL_005,257.16,254.82,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-98.98,0
85,UE_0012,CELL_005,255.06,257.65,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-85.13,0
90,UE_0012,CELL_005,252.96,260.48,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-112.02,0
95,UE_0012,CELL_005,250.86,263.3,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-103.64,0
100,UE_0012,CELL_005,248.75,266.13,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-84.7,0
105,UE_0012,CELL_005,246.65,268.96,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-89.71,0
110,UE_0012,CELL_005,244.55,271.79,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-100.59,0
115,UE_0012,CELL_005,242.45,274.62,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-110.84,0
120,UE_0012,CELL_005,240.35,277.45,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-89.88,0
125,UE_0012,CELL_005,238.25,280.28,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-93.96,0
130,UE_0012,CELL_005,236.15,283.11,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-104.26,0
135,UE_0012,CELL_005,234.05,285.94,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-99.38,0
140,UE_0012,CELL_005,231.95,288.77,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-106.25,0
145,UE_0012,CELL_005,229.84,291.59,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-84.73,0
150,UE_0012,CELL_005,227.74,294.42,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-82.01,0
155,UE_0012,CELL_005,225.64,297.25,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-107.36,0
160,UE_0012,CELL_005,223.54,300.08,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-89.52,0
165,UE_0012,CELL_005,221.44,302.91,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-92.48,0
170,UE_0012,CELL_005,219.34,305.74,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-82.52,0
175,UE_0012,CELL_005,217.24,308.57,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-87.4,0
180,UE_0012,CELL_005,215.14,311.4,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-80.08,0
185,UE_0012,CELL_005,213.04,314.23,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-100.57,0
190,UE_0012,CELL_005,210.93,317.06,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-99.3,0
195,UE_0012,CELL_005,208.83,319.88,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-114.84,0
200,UE_0012,CELL_005,206.73,322.71,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-86.63,0
205,UE_0012,CELL_005,204.63,325.54,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-110.35,1
210,UE_0012,CELL_005,202.53,328.37,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-89.15,0
215,UE_0012,CELL_005,200.43,331.2,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-90.38,0
220,UE_0012,CELL_005,198.33,334.03,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-80.46,0
225,UE_0012,CELL_005,196.23,336.86,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-94.1,0
230,UE_0012,CELL_005,194.13,339.69,35.24,126.6,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-108.44,0
235,UE_0012,CELL_004,192.03,342.52,35.24,126.6,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-95.9,0
240,UE_0012,CELL_004,189.92,345.34,35.24,126.6,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-85.87,0
245,UE_0012,CELL_004,187.82,348.17,35.24,126.6,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-120.08,0
250,UE_0012,CELL_004,185.72,351.0,35.24,126.6,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-95.08,0
255,UE_0012,CELL_004,183.62,353.83,35.24,126.6,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-93.72,0
260,UE_0012,CELL_004,181.52,356.66,35.24,126.6,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-86.5,0
265,UE_0012,CELL_004,179.42,359.49,35.24,126.6,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-108.92,0
270,UE_0012,CELL_004,177.32,362.32,35.24,126.6,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-74.17,0
275,UE_0012,CELL_004,175.22,365.15,35.24,126.6,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-105.65,0
280,UE_0012,CELL_004,173.12,367.98,33.55,-47.14,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-74.84,0
285,UE_0012,CELL_004,175.4,365.52,33.55,-47.14,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-88.88,0
290,UE_0012,CELL_004,177.68,363.06,12.85,87.89,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-76.72,0
295,UE_0012,CELL_004,177.73,364.34,12.85,87.89,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-96.71,0
300,UE_0012,CELL_004,177.77,365.63,12.85,87.89,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-104.58,0
305,UE_0012,CELL_004,177.82,366.91,12.85,87.89,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-103.33,0
310,UE_0012,CELL_000,177.87,368.2,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-108.36,0
315,UE_0012,CELL_000,176.87,367.54,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-62.95,0
320,UE_0012,CELL_000,175.86,366.89,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-92.74,0
325,UE_0012,CELL_000,174.86,366.24,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-83.03,0
330,UE_0012,CELL_000,173.85,365.59,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-93.35,0
335,UE_0012,CELL_000,172.85,364.93,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-87.65,0
340,UE_0012,CELL_000,171.85,364.28,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-91.56,0
345,UE_0012,CELL_000,170.84,363.63,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-81.13,0
350,UE_0012,CELL_000,169.84,362.98,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-91.26,0
355,UE_0012,CELL_000,168.84,362.33,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-93.03,0
360,UE_0012,CELL_000,167.83,361.67,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-96.56,0
365,UE_0012,CELL_000,166.83,361.02,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-95.9,0
370,UE_0012,CELL_000,165.82,360.37,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-81.88,0
375,UE_0012,CELL_000,164.82,359.72,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-100.69,0
380,UE_0012,CELL_000,163.82,359.07,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-112.26,0
385,UE_0012,CELL_000,162.81,358.41,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-91.54,0
390,UE_0012,CELL_000,161.81,357.76,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-98.35,0
395,UE_0012,CELL_000,160.8,357.11,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-90.72,0
400,UE_0012,CELL_000,159.8,356.46,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-63.99,0
405,UE_0012,CELL_000,158.8,355.81,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-91.74,0
410,UE_0012,CELL_000,157.79,355.15,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-86.73,0
415,UE_0012,CELL_000,156.79,354.5,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-107.79,0
420,UE_0012,CELL_000,155.79,353.85,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-98.56,0
425,UE_0012,CELL_000,154.78,353.2,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-78.23,0
430,UE_0012,CELL_000,153.78,352.54,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-101.02,0
435,UE_0012,CELL_000,152.77,351.89,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-107.58,0
440,UE_0012,CELL_000,151.77,351.24,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-110.42,0
445,UE_0012,CELL_000,150.77,350.59,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-100.68,0
450,UE_0012,CELL_000,149.76,349.94,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-84.73,0
455,UE_0012,CELL_000,148.76,349.28,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-85.33,0
460,UE_0012,CELL_000,147.75,348.63,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-105.7,0
465,UE_0012,CELL_000,146.75,347.98,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-86.39,0
470,UE_0012,CELL_000,145.75,347.33,11.97,-146.99,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-99.15,0
475,UE_0012,CELL_003,144.74,346.68,11.97,-146.99,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-92.66,0
480,UE_0012,CELL_003,143.74,346.02,11.97,-146.99,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-103.85,0
485,UE_0012,CELL_003,142.74,345.37,11.97,-146.99,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-102.56,0
490,UE_0012,CELL_003,141.73,344.72,11.97,-146.99,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-90.75,0
495,UE_0012,CELL_003,140.73,344.07,11.97,-146.99,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-102.72,0
0,UE_0013,CELL_004,352.31,16.81,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-71.24,0
5,UE_0013,CELL_004,350.51,15.31,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-88.39,0
10,UE_0013,CELL_004,348.72,13.82,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-82.61,1
15,UE_0013,CELL_004,346.92,12.32,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-83.84,0
20,UE_0013,CELL_004,345.12,10.83,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-89.06,0
25,UE_0013,CELL_004,343.32,9.33,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-88.81,0
30,UE_0013,CELL_004,341.53,7.84,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-88.91,0
35,UE_0013,CELL_004,339.73,6.34,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-87.58,0
40,UE_0013,CELL_004,337.93,4.85,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-98.79,0
45,UE_0013,CELL_004,336.14,3.35,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-85.03,0
50,UE_0013,CELL_004,334.34,1.86,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-107.89,0
55,UE_0013,CELL_004,332.54,0.36,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-85.23,0
60,UE_0013,CELL_004,330.75,-1.13,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-73.46,0
65,UE_0013,CELL_004,328.95,-2.62,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-90.32,0
70,UE_0013,CELL_004,327.15,-4.12,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-91.02,0
75,UE_0013,CELL_004,325.35,-5.61,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-93.39,0
80,UE_0013,CELL_004,323.56,-7.11,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-110.88,0
85,UE_0013,CELL_004,321.76,-8.6,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-97.71,0
90,UE_0013,CELL_004,319.96,-10.1,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-89.87,0
95,UE_0013,CELL_004,318.17,-11.59,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-106.23,0
100,UE_0013,CELL_004,316.37,-13.09,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-95.83,0
105,UE_0013,CELL_004,314.57,-14.58,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-91.6,0
110,UE_0013,CELL_004,312.78,-16.08,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-112.01,0
115,UE_0013,CELL_004,310.98,-17.57,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-97.97,0
120,UE_0013,CELL_004,309.18,-19.07,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-87.39,0
125,UE_0013,CELL_004,307.39,-20.56,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-102.69,0
130,UE_0013,CELL_004,305.59,-22.05,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-99.03,0
135,UE_0013,CELL_004,303.79,-23.55,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-86.88,0
140,UE_0013,CELL_004,301.99,-25.04,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-95.89,0
145,UE_0013,CELL_004,300.2,-26.54,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-84.28,0
150,UE_0013,CELL_004,298.4,-28.03,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-79.56,0
155,UE_0013,CELL_004,296.6,-29.53,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-101.43,0
160,UE_0013,CELL_004,294.81,-31.02,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-85.64,0
165,UE_0013,CELL_004,293.01,-32.52,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-105.36,0
170,UE_0013,CELL_004,291.21,-34.01,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-98.33,0
175,UE_0013,CELL_004,289.42,-35.51,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-95.64,0
180,UE_0013,CELL_004,287.62,-37.0,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-83.04,0
185,UE_0013,CELL_004,285.82,-38.49,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-95.24,0
190,UE_0013,CELL_004,284.02,-39.99,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-106.42,0
195,UE_0013,CELL_004,282.23,-41.48,23.37,-140.25,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-87.36,1
200,UE_0013,CELL_005,280.43,-42.98,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-96.26,0
205,UE_0013,CELL_005,278.63,-44.47,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-120.25,0
210,UE_0013,CELL_005,276.84,-45.97,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-95.11,1
215,UE_0013,CELL_005,275.04,-47.46,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-80.58,0
220,UE_0013,CELL_005,273.24,-48.96,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-94.77,0
225,UE_0013,CELL_005,271.45,-50.45,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-104.17,0
230,UE_0013,CELL_005,269.65,-51.95,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-96.23,0
235,UE_0013,CELL_005,267.85,-53.44,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-86.51,0
240,UE_0013,CELL_005,266.05,-54.94,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-92.69,0
245,UE_0013,CELL_005,264.26,-56.43,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-87.85,0
250,UE_0013,CELL_005,262.46,-57.92,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-85.83,0
255,UE_0013,CELL_005,260.66,-59.42,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-74.76,0
260,UE_0013,CELL_005,258.87,-60.91,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-116.89,0
265,UE_0013,CELL_005,257.07,-62.41,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-87.39,0
270,UE_0013,CELL_005,255.27,-63.9,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-84.04,0
275,UE_0013,CELL_005,253.48,-65.4,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-86.24,0
280,UE_0013,CELL_005,251.68,-66.89,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-106.28,0
285,UE_0013,CELL_005,249.88,-68.39,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-118.43,0
290,UE_0013,CELL_005,248.08,-69.88,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-97.84,0
295,UE_0013,CELL_005,246.29,-71.38,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-76.18,0
300,UE_0013,CELL_005,244.49,-72.87,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-86.25,0
305,UE_0013,CELL_005,242.69,-74.36,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-95.88,1
310,UE_0013,CELL_005,240.9,-75.86,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-96.37,0
315,UE_0013,CELL_005,239.1,-77.35,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-80.69,0
320,UE_0013,CELL_005,237.3,-78.85,23.37,-140.25,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-109.9,0
325,UE_0013,CELL_002,235.51,-80.34,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-96.21,0
330,UE_0013,CELL_002,233.71,-81.84,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-98.0,0
335,UE_0013,CELL_002,231.91,-83.33,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-94.4,0
340,UE_0013,CELL_002,230.12,-84.83,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-92.28,0
345,UE_0013,CELL_002,228.32,-86.32,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-101.78,0
350,UE_0013,CELL_002,226.52,-87.82,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-99.92,0
355,UE_0013,CELL_002,224.72,-89.31,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-91.63,0
360,UE_0013,CELL_002,222.93,-90.81,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-109.85,0
365,UE_0013,CELL_002,221.13,-92.3,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-96.44,0
370,UE_0013,CELL_002,219.33,-93.79,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-92.49,1
375,UE_0013,CELL_002,217.54,-95.29,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-69.12,0
380,UE_0013,CELL_002,215.74,-96.78,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-89.26,0
385,UE_0013,CELL_002,213.94,-98.28,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-108.97,0
390,UE_0013,CELL_002,212.15,-99.77,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-82.85,0
395,UE_0013,CELL_002,210.35,-101.27,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-85.46,0
400,UE_0013,CELL_002,208.55,-102.76,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-102.34,0
405,UE_0013,CELL_002,206.75,-104.26,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-110.68,0
410,UE_0013,CELL_002,204.96,-105.75,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-88.31,0
415,UE_0013,CELL_002,203.16,-107.25,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-100.99,0
420,UE_0013,CELL_002,201.36,-108.74,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-91.05,0
425,UE_0013,CELL_002,199.57,-110.24,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-90.64,0
430,UE_0013,CELL_002,197.77,-111.73,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-93.2,0
435,UE_0013,CELL_002,195.97,-113.22,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-103.97,0
440,UE_0013,CELL_002,194.18,-114.72,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-90.16,0
445,UE_0013,CELL_002,192.38,-116.21,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-100.23,1
450,UE_0013,CELL_002,190.58,-117.71,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-91.75,0
455,UE_0013,CELL_002,188.78,-119.2,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-100.06,0
460,UE_0013,CELL_002,186.99,-120.7,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-98.66,0
465,UE_0013,CELL_002,185.19,-122.19,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-115.93,0
470,UE_0013,CELL_002,183.39,-123.69,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-76.89,0
475,UE_0013,CELL_002,181.6,-125.18,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-118.24,0
480,UE_0013,CELL_002,179.8,-126.68,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-93.15,0
485,UE_0013,CELL_002,178.0,-128.17,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-93.88,0
490,UE_0013,CELL_002,176.21,-129.66,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-88.04,0
495,UE_0013,CELL_002,174.41,-131.16,23.37,-140.25,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-79.03,0
0,UE_0014,CELL_003,195.72,29.96,2.34,170.22,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-93.83,0
5,UE_0014,CELL_003,195.49,30.0,2.34,170.22,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-103.09,0
10,UE_0014,CELL_003,195.25,30.04,2.34,170.22,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-115.89,0
15,UE_0014,CELL_003,195.02,30.08,2.34,170.22,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-76.67,0
20,UE_0014,CELL_003,194.79,30.12,2.34,170.22,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-100.26,0
25,UE_0014,CELL_003,194.56,30.16,2.34,170.22,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-91.28,0
30,UE_0014,CELL_003,194.33,30.2,2.34,170.22,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-83.94,0
35,UE_0014,CELL_003,194.1,30.24,2.34,170.22,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-119.12,0
40,UE_0014,CELL_003,193.87,30.28,2.34,170.22,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-111.75,0
45,UE_0014,CELL_003,193.64,30.32,2.34,170.22,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-92.72,0
50,UE_0014,CELL_003,193.41,30.36,2.34,170.22,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-101.9,0
55,UE_0014,CELL_003,193.18,30.4,2.34,170.22,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-106.81,0
60,UE_0014,CELL_006,192.94,30.44,2.34,170.22,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-102.32,0
65,UE_0014,CELL_006,192.71,30.48,2.34,170.22,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-93.43,0
70,UE_0014,CELL_006,192.48,30.52,2.34,170.22,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-65.29,0
75,UE_0014,CELL_006,192.25,30.56,2.34,170.22,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-94.68,0
80,UE_0014,CELL_006,192.02,30.6,2.34,170.22,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-112.4,0
85,UE_0014,CELL_002,191.79,30.64,2.34,170.22,"[""CELL_003"", ""CELL_004"", ""CELL_005""]",-100.56,0
90,UE_0014,CELL_000,191.56,30.68,2.34,170.22,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-85.31,0
