event_id,timestamp,ue_id,source_cell,target_cell,ho_type,rsrp_source_dbm,rsrp_target_dbm,velocity_mps,success,failure_cause,delay_ms
HO_00261,294,UE_0003,CELL_002,CELL_005,intra_freq,-91.47,-93.78,21.93,1,,56.45
HO_00262,74,UE_0012,CELL_001,CELL_000,inter_freq,-91.29,-97.72,7.99,1,,62.44
HO_00263,10,UE_0006,CELL_000,CELL_004,intra_freq,-98.79,-89.1,10.06,1,,33.16
HO_00264,202,UE_0014,CELL_002,CELL_003,inter_freq,-96.68,-82.64,32.19,1,,21.04
HO_00265,120,UE_0011,CELL_002,CELL_003,inter_freq,-106.04,-111.2,31.72,1,,74.93
HO_00266,327,UE_0047,CELL_001,CELL_005,inter_rat,-102.34,-103.23,6.05,1,,50.52
HO_00267,13,UE_0021,CELL_001,CELL_003,inter_freq,-88.03,-94.09,30.8,1,,44.45
HO_00268,9,UE_0047,CELL_004,CELL_002,intra_freq,-107.06,-92.51,22.28,1,,51.95
HO_00269,468,UE_0022,CELL_006,CELL_002,intra_freq,-91.72,-96.05,22.2,1,,66.92
HO_00270,411,UE_0027,CELL_005,CELL_002,inter_rat,-93.18,-83.98,5.76,1,,55.97
HO_00271,237,UE_0039,CELL_006,CELL_003,inter_freq,-96.87,-81.68,1.59,1,,20.49
HO_00272,204,UE_0042,CELL_004,CELL_000,intra_freq,-87.49,-86.74,20.57,1,,31.62
HO_00273,405,UE_0016,CELL_006,CELL_001,inter_freq,-99.2,-79.31,4.81,1,,23.54
HO_00274,54,UE_0012,CELL_002,CELL_002,inter_freq,-97.07,-80.15,6.87,1,,49.41
HO_00275,479,UE_0040,CELL_003,CELL_002,inter_freq,-85.76,-99.74,25.02,1,,44.79
HO_00276,121,UE_0039,CELL_001,CELL_001,inter_freq,-91.99,-99.03,26.16,1,,72.21
HO_00277,226,UE_0021,CELL_006,CELL_003,inter_freq,-90.69,-84.68,25.26,1,,59.89
HO_00278,358,UE_0010,CELL_004,CELL_006,intra_freq,-92.36,-109.83,11.15,1,,31.66
HO_00279,137,UE_0030,CELL_005,CELL_006,inter_rat,-91.97,-79.45,32.52,0,too_early,43.33
HO_00280,131,UE_0039,CELL_000,CELL_004,inter_rat,-82.32,-95.78,25.0,1,,64.57
HO_00281,229,UE_0001,CELL_000,CELL_005,inter_rat,-86.41,-94.54,11.8,1,,23.52
HO_00282,17,UE_0008,CELL_000,CELL_001,intra_freq,-98.15,-92.97,2.98,1,,56.56
HO_00283,80,UE_0007,CELL_001,CELL_000,inter_freq,-103.95,-93.53,10.42,1,,53.23
HO_00284,235,UE_0014,CELL_004,CELL_006,inter_rat,-96.7,-88.74,21.82,1,,39.66
HO_00285,356,UE_0014,CELL_003,CELL_004,inter_freq,-90.49,-80.88,0.82,1,,25.57
HO_00286,13,UE_0007,CELL_004,CELL_000,intra_freq,-103.23,-95.71,30.32,1,,75.35
HO_00287,344,UE_0014,CELL_002,CELL_004,intra_freq,-87.8,-78.73,18.44,1,,73.88
HO_00288,324,UE_0045,CELL_005,CELL_004,intra_freq,-109.32,-91.21,26.86,1,,76.09
HO_00289,245,UE_0008,CELL_003,CELL_001,inter_freq,-103.63,-88.76,24.21,1,,26.54
HO_00290,300,UE_0048,CELL_005,CELL_004,inter_rat,-114.3,-90.25,20.91,1,,39.32
HO_00291,18,UE_0000,CELL_006,CELL_001,inter_freq,-90.89,-87.56,0.17,1,,37.85
HO_00292,144,UE_0006,CELL_001,CELL_002,inter_rat,-87.38,-82.4,3.24,1,,50.75
HO_00293,187,UE_0021,CELL_006,CELL_006,inter_rat,-92.96,-91.34,9.25,1,,62.06
HO_00294,25,UE_0017,CELL_006,CELL_002,inter_freq,-107.71,-85.14,20.72,1,,34.06
HO_00295,400,UE_0015,CELL_003,CELL_005,inter_rat,-95.77,-86.25,2.33,1,,41.59
HO_00296,309,UE_0020,CELL_006,CELL_002,inter_freq,-91.74,-81.14,14.31,1,,68.83
HO_00297,280,UE_0048,CELL_003,CELL_005,intra_freq,-96.66,-96.68,9.2,1,,34.53
HO_00298,97,UE_0032,CELL_000,CELL_002,inter_freq,-103.91,-89.77,5.9,1,,21.39
HO_00299,52,UE_0025,CELL_002,CELL_003,inter_rat,-103.05,-76.34,10.15,1,,68.93
HO_00300,304,UE_0042,CELL_006,CELL_002,inter_freq,-88.75,-98.16,1.72,1,,29.93
HO_00301,204,UE_0030,CELL_004,CELL_001,inter_rat,-91.54,-101.78,26.09,1,,29.37
HO_00302,168,UE_0047,CELL_000,CELL_003,inter_rat,-87.08,-77.62,19.0,1,,71.66
HO_00303,355,UE_0007,CELL_004,CELL_005,inter_rat,-94.51,-93.25,3.3,1,,33.55
HO_00304,38,UE_0009,CELL_005,CELL_003,intra_freq,-79.64,-79.7,8.39,1,,40.48
HO_00305,189,UE_0001,CELL_002,CELL_000,inter_freq,-84.14,-81.81,16.32,1,,61.73
HO_00306,331,UE_0024,CELL_004,CELL_002,intra_freq,-91.47,-86.46,18.86,1,,39.01
HO_00307,76,UE_0021,CELL_002,CELL_001,inter_rat,-100.63,-85.35,7.31,1,,38.29
HO_00308,296,UE_0016,CELL_006,CELL_001,intra_freq,-106.7,-86.23,7.68,1,,67.68
HO_00309,313,UE_0018,CELL_006,CELL_004,intra_freq,-94.05,-85.4,17.93,1,,40.53
HO_00310,455,UE_0028,CELL_002,CELL_001,inter_freq,-99.84,-88.99,11.31,1,,57.69
HO_00311,472,UE_0037,CELL_002,CELL_003,inter_rat,-98.19,-79.07,2.06,1,,33.74
HO_00312,378,UE_0020,CELL_003,CELL_003,inter_rat,-85.96,-85.88,29.53,1,,75.89
HO_00313,93,UE_0007,CELL_000,CELL_001,inter_freq,-108.59,-81.0,15.74,1,,50.88
HO_00314,217,UE_0008,CELL_004,CELL_000,inter_freq,-98.3,-79.56,17.98,1,,42.04
HO_00315,317,UE_0001,CELL_005,CELL_002,inter_rat,-85.78,-74.07,12.72,1,,57.62
HO_00316,210,UE_0038,CELL_000,CELL_006,inter_freq,-103.74,-90.62,2.62,1,,62.92
HO_00317,165,UE_0041,CELL_006,CELL_003,intra_freq,-102.16,-97.36,4.07,1,,48.64
HO_00318,48,UE_0049,CELL_005,CELL_006,inter_freq,-93.51,-81.35,29.86,1,,36.52
HO_00319,482,UE_0042,CELL_002,CELL_002,intra_freq,-105.41,-81.0,5.29,1,,54.41
HO_00320,490,UE_0033,CELL_004,CELL_000,inter_freq,-93.23,-81.38,4.51,1,,79.72
HO_00321,354,UE_0013,CELL_005,CELL_005,inter_freq,-92.76,-90.54,2.05,1,,70.64
HO_00322,198,UE_0018,CELL_001,CELL_002,intra_freq,-88.85,-81.88,23.96,1,,50.07
HO_00323,393,UE_0025,CELL_003,CELL_002,intra_freq,-106.33,-79.41,6.19,1,,55.52
HO_00324,464,UE_0007,CELL_002,CELL_004,intra_freq,-98.91,-86.55,10.15,1,,64.22
HO_00325,467,UE_0014,CELL_004,CELL_005,inter_rat,-103.32,-95.76,22.6,1,,46.62
HO_00326,47,UE_0037,CELL_004,CELL_004,inter_freq,-84.4,-76.27,2.81,1,,30.34
HO_00327,467,UE_0013,CELL_001,CELL_000,inter_freq,-95.37,-103.27,25.37,1,,73.72
HO_00328,475,UE_0009,CELL_002,CELL_002,inter_freq,-84.41,-100.63,7.33,1,,29.73
HO_00329,11,UE_0030,CELL_004,CELL_003,inter_rat,-93.68,-91.56,3.84,1,,34.45
HO_00330,459,UE_0009,CELL_005,CELL_002,inter_freq,-93.52,-86.93,19.19,1,,38.16
HO_00331,290,UE_0025,CELL_006,CELL_006,intra_freq,-106.94,-81.68,0.72,1,,70.88
HO_00332,470,UE_0023,CELL_002,CELL_003,intra_freq,-99.33,-95.2,6.29,1,,41.19
HO_00333,399,UE_0025,CELL_006,CELL_000,inter_rat,-95.26,-94.8,10.92,1,,46.39
HO_00334,212,UE_0015,CELL_005,CELL_000,intra_freq,-88.11,-85.26,3.56,1,,62.36
HO_00335,42,UE_0017,CELL_002,CELL_001,inter_rat,-83.08,-92.53,16.94,1,,69.14
HO_00336,23,UE_0002,CELL_000,CELL_003,inter_freq,-92.21,-97.08,19.14,1,,48.55
HO_00337,289,UE_0045,CELL_006,CELL_006,inter_freq,-102.98,-80.54,23.69,1,,52.57
HO_00338,378,UE_0043,CELL_002,CELL_005,inter_rat,-87.63,-100.09,28.98,1,,73.08
HO_00339,289,UE_0021,CELL_001,CELL_006,inter_rat,-77.37,-82.57,1.89,1,,39.84
HO_00340,325,UE_0038,CELL_005,CELL_001,intra_freq,-92.28,-81.79,14.87,1,,75.32
HO_00341,143,UE_0027,CELL_001,CELL_004,inter_rat,-97.15,-79.16,0.45,1,,59.22
HO_00342,187,UE_0019,CELL_004,CELL_005,intra_freq,-105.32,-82.73,9.36,1,,34.34
HO_00343,392,UE_0008,CELL_003,CELL_001,inter_freq,-86.8,-101.4,2.06,1,,30.88
HO_00344,486,UE_0047,CELL_004,CELL_006,intra_freq,-107.26,-74.03,5.96,1,,45.04
HO_00345,7,UE_0046,CELL_001,CELL_005,inter_rat,-96.48,-87.62,25.09,1,,41.74
HO_00346,85,UE_0035,CELL_005,CELL_001,inter_rat,-96.58,-75.31,26.48,1,,21.61
HO_00347,86,UE_0016,CELL_002,CELL_003,inter_rat,-98.62,-101.27,9.68,1,,24.11
HO_00348,93,UE_0034,CELL_000,CELL_005,intra_freq,-101.11,-84.5,26.22,1,,46.47
HO_00349,58,UE_0036,CELL_004,CELL_002,intra_freq,-92.56,-96.47,15.45,1,,74.52
HO_00350,113,UE_0003,CELL_000,CELL_002,intra_freq,-105.42,-75.8,30.29,1,,33.24
HO_00351,130,UE_0040,CELL_003,CELL_003,inter_rat,-92.82,-83.43,9.98,1,,37.82
HO_00352,186,UE_0048,CELL_000,CELL_006,inter_rat,-101.77,-88.05,20.35,1,,68.46
HO_00353,207,UE_0048,CELL_005,CELL_002,inter_freq,-104.0,-87.45,8.35,1,,30.44
HO_00354,12,UE_0000,CELL_003,CELL_002,inter_rat,-92.44,-84.75,2.29,1,,27.1
HO_00355,129,UE_0042,CELL_002,CELL_005,intra_freq,-93.64,-77.41,34.63,1,,59.91
HO_00356,158,UE_0027,CELL_001,CELL_003,inter_freq,-85.23,-89.07,31.81,1,,47.11
HO_00357,482,UE_0021,CELL_002,CELL_003,inter_rat,-85.34,-93.61,15.91,1,,70.5
HO_00358,406,UE_0029,CELL_002,CELL_001,intra_freq,-97.3,-91.67,34.55,1,,72.67
HO_00359,498,UE_0027,CELL_002,CELL_001,intra_freq,-101.78,-91.26,28.24,1,,73.88
HO_00360,251,UE_0009,CELL_006,CELL_001,intra_freq,-84.8,-81.19,3.0,1,,25.78
HO_00361,95,UE_0024,CELL_000,CELL_000,inter_freq,-95.1,-90.95,12.79,1,,57.36
HO_00362,420,UE_0049,CELL_006,CELL_005,inter_freq,-91.49,-83.31,23.56,1,,41.93
HO_00363,324,UE_0030,CELL_000,CELL_004,intra_freq,-95.57,-76.34,21.82,1,,68.35
HO_00364,85,UE_0006,CELL_006,CELL_005,inter_freq,-96.78,-87.34,24.35,1,,60.54
HO_00365,51,UE_0006,CELL_000,CELL_005,intra_freq,-105.76,-79.56,7.22,1,,71.45
HO_00366,2,UE_0008,CELL_001,CELL_004,intra_freq,-98.08,-94.76,34.79,1,,53.29
HO_00367,332,UE_0012,CELL_003,CELL_002,inter_rat,-88.93,-88.27,19.81,1,,46.75
HO_00368,381,UE_0027,CELL_001,CELL_006,inter_rat,-97.71,-70.26,6.3,1,,41.3
HO_00369,100,UE_0042,CELL_003,CELL_000,intra_freq,-81.95,-83.97,9.94,1,,79.11
HO_00370,462,UE_0026,CELL_004,CELL_001,inter_freq,-93.87,-94.34,13.26,1,,36.81
HO_00371,100,UE_0042,CELL_004,CELL_004,inter_freq,-89.72,-78.73,26.29,1,,77.38
HO_00372,229,UE_0046,CELL_001,CELL_006,inter_freq,-99.8,-98.16,20.23,1,,23.61
HO_00373,358,UE_0023,CELL_006,CELL_006,intra_freq,-98.02,-88.63,30.68,1,,72.13
HO_00374,328,UE_0015,CELL_000,CELL_000,inter_freq,-88.12,-82.56,15.94,1,,54.89
HO_00375,367,UE_0049,CELL_006,CELL_001,inter_freq,-95.7,-89.24,8.04,1,,55.8
HO_00376,121,UE_0014,CELL_002,CELL_003,inter_freq,-91.27,-100.07,31.42,1,,26.62
HO_00377,232,UE_0014,CELL_005,CELL_005,intra_freq,-98.29,-90.39,5.26,1,,63.6
HO_00378,86,UE_0025,CELL_005,CELL_004,inter_freq,-86.74,-98.06,8.63,1,,50.85
HO_00379,85,UE_0033,CELL_005,CELL_001,inter_freq,-97.28,-91.96,11.26,1,,68.72
HO_00380,267,UE_0046,CELL_006,CELL_005,intra_freq,-92.8,-89.28,23.66,1,,35.7
HO_00381,353,UE_0034,CELL_000,CELL_005,inter_rat,-79.65,-90.28,33.99,1,,46.7
HO_00382,128,UE_0034,CELL_004,CELL_005,inter_freq,-99.8,-86.96,32.54,1,,43.71
HO_00383,113,UE_0039,CELL_001,CELL_004,inter_rat,-78.32,-92.11,30.87,1,,41.94
HO_00384,138,UE_0001,CELL_003,CELL_004,intra_freq,-98.75,-89.7,10.05,1,,60.26
HO_00385,474,UE_0021,CELL_005,CELL_005,inter_freq,-86.77,-85.2,12.13,1,,42.46
HO_00386,138,UE_0000,CELL_005,CELL_000,intra_freq,-102.04,-81.34,22.29,1,,36.62
HO_00387,373,UE_0038,CELL_001,CELL_006,intra_freq,-97.8,-78.49,21.36,1,,37.85
HO_00388,397,UE_0012,CELL_001,CELL_004,inter_freq,-100.12,-97.82,29.52,1,,78.33
HO_00389,171,UE_0041,CELL_002,CELL_003,intra_freq,-105.94,-92.99,20.68,1,,76.61
HO_00390,430,UE_0043,CELL_005,CELL_006,intra_freq,-91.33,-100.13,24.07,1,,37.43
HO_00391,148,UE_0018,CELL_000,CELL_000,intra_freq,-90.4,-92.87,11.27,1,,36.37
HO_00392,60,UE_0022,CELL_003,CELL_005,inter_freq,-97.27,-79.23,21.83,1,,75.91
HO_00393,145,UE_0033,CELL_003,CELL_000,intra_freq,-95.36,-91.87,24.0,1,,59.96
HO_00394,121,UE_0041,CELL_000,CELL_000,inter_rat,-105.64,-77.55,14.48,1,,22.8
HO_00395,398,UE_0022,CELL_002,CELL_006,intra_freq,-99.7,-86.98,17.87,1,,32.32
HO_00396,245,UE_0013,CELL_001,CELL_005,intra_freq,-106.41,-80.29,31.39,1,,41.41
HO_00397,441,UE_0049,CELL_000,CELL_005,intra_freq,-108.54,-94.3,20.16,1,,40.59
HO_00398,37,UE_0019,CELL_004,CELL_005,inter_rat,-101.51,-91.65,18.85,1,,36.0
HO_00399,75,UE_0032,CELL_000,CELL_006,inter_rat,-78.04,-85.84,12.27,0,too_early,54.97
HO_00400,399,UE_0009,CELL_004,CELL_001,inter_freq,-97.52,-84.03,22.63,1,,73.25
HO_00401,258,UE_0034,CELL_000,CELL_000,inter_freq,-96.34,-78.88,30.44,1,,26.75
HO_00402,319,UE_0041,CELL_006,CELL_005,inter_rat,-89.2,-86.55,20.07,1,,52.3
HO_00403,28,UE_0018,CELL_001,CELL_001,inter_rat,-90.52,-105.55,30.64,1,,37.84
HO_00404,387,UE_0034,CELL_004,CELL_006,inter_rat,-94.99,-95.0,19.36,1,,73.87
HO_00405,182,UE_0003,CELL_002,CELL_006,intra_freq,-90.05,-94.92,23.79,1,,24.0
HO_00406,218,UE_0036,CELL_002,CELL_001,intra_freq,-91.86,-81.65,13.17,1,,31.18
HO_00407,100,UE_0002,CELL_004,CELL_001,inter_rat,-113.2,-83.94,12.64,1,,37.77
HO_00408,316,UE_0017,CELL_000,CELL_004,inter_rat,-96.07,-98.67,15.42,1,,65.12
HO_00409,115,UE_0034,CELL_001,CELL_006,inter_rat,-93.26,-91.31,29.04,1,,42.89
HO_00410,258,UE_0022,CELL_000,CELL_005,inter_freq,-98.26,-88.15,22.35,1,,30.19
HO_00411,416,UE_0033,CELL_005,CELL_003,inter_freq,-92.96,-87.22,11.15,1,,53.06
HO_00412,39,UE_0006,CELL_002,CELL_006,inter_rat,-99.24,-90.61,15.36,1,,24.62
HO_00413,22,UE_0028,CELL_003,CELL_000,intra_freq,-105.0,-94.72,4.62,1,,71.85
HO_00414,489,UE_0049,CELL_000,CELL_002,intra_freq,-94.81,-85.71,7.95,1,,42.3
HO_00415,119,UE_0014,CELL_000,CELL_001,intra_freq,-97.41,-92.78,16.17,1,,79.06
HO_00416,405,UE_0043,CELL_005,CELL_006,intra_freq,-93.66,-95.15,18.85,1,,30.7
HO_00417,92,UE_0039,CELL_005,CELL_001,inter_rat,-100.53,-95.61,28.56,1,,40.53
HO_00418,11,UE_0008,CELL_005,CELL_005,inter_freq,-89.44,-97.27,0.07,1,,37.01
HO_00419,31,UE_0037,CELL_006,CELL_006,intra_freq,-102.5,-80.61,17.64,1,,36.28
HO_00420,322,UE_0027,CELL_000,CELL_004,inter_freq,-95.48,-85.21,15.85,1,,32.56
HO_00421,159,UE_0027,CELL_005,CELL_003,intra_freq,-115.17,-84.38,6.68,1,,60.81
HO_00422,42,UE_0011,CELL_002,CELL_004,intra_freq,-88.0,-90.81,6.49,1,,32.09
HO_00423,124,UE_0011,CELL_003,CELL_003,intra_freq,-93.2,-85.36,22.98,1,,46.4
HO_00424,233,UE_0044,CELL_006,CELL_001,inter_freq,-97.59,-96.25,2.9,1,,74.72
HO_00425,306,UE_0037,CELL_003,CELL_003,inter_rat,-88.4,-68.46,1.11,1,,53.09
HO_00426,397,UE_0010,CELL_005,CELL_005,inter_freq,-115.46,-97.57,11.4,1,,77.57
HO_00427,113,UE_0041,CELL_006,CELL_006,inter_freq,-97.72,-81.12,24.87,1,,66.26
HO_00428,85,UE_0027,CELL_002,CELL_000,inter_rat,-99.75,-85.36,7.07,1,,42.75
HO_00429,259,UE_0013,CELL_003,CELL_005,inter_freq,-82.59,-93.29,12.29,1,,36.43
HO_00430,140,UE_0014,CELL_001,CELL_003,intra_freq,-97.15,-91.43,14.46,1,,79.24
HO_00431,151,UE_0004,CELL_003,CELL_003,inter_rat,-81.64,-93.42,34.59,1,,75.19
HO_00432,159,UE_0029,CELL_000,CELL_004,intra_freq,-103.68,-92.03,30.03,1,,41.15
HO_00433,321,UE_0043,CELL_006,CELL_002,inter_freq,-84.7,-97.03,18.75,1,,41.85
HO_00434,41,UE_0014,CELL_005,CELL_005,intra_freq,-110.0,-90.51,3.54,1,,55.7
HO_00435,257,UE_0004,CELL_006,CELL_005,intra_freq,-81.32,-81.1,5.8,1,,32.08
HO_00436,28,UE_0020,CELL_005,CELL_000,inter_rat,-98.34,-105.4,21.5,1,,23.58
HO_00437,312,UE_0049,CELL_003,CELL_006,intra_freq,-102.35,-87.52,33.33,1,,52.22
HO_00438,19,UE_0010,CELL_002,CELL_001,inter_rat,-95.85,-95.61,30.02,1,,21.87
HO_00439,372,UE_0045,CELL_006,CELL_000,inter_rat,-90.76,-85.26,4.33,1,,66.55
HO_00440,161,UE_0012,CELL_005,CELL_004,inter_rat,-95.96,-95.66,23.39,1,,68.95
HO_00441,338,UE_0018,CELL_000,CELL_002,intra_freq,-105.32,-90.18,33.73,1,,26.78
HO_00442,414,UE_0027,CELL_005,CELL_002,inter_rat,-91.0,-98.73,6.17,1,,54.54
HO_00443,343,UE_0026,CELL_005,CELL_005,intra_freq,-84.4,-90.91,20.6,1,,76.05
HO_00444,158,UE_0007,CELL_000,CELL_002,intra_freq,-98.55,-89.78,12.14,1,,70.78
HO_00445,472,UE_0036,CELL_003,CELL_004,inter_rat,-104.87,-94.09,14.42,1,,66.01
HO_00446,232,UE_0049,CELL_002,CELL_005,inter_freq,-99.0,-78.75,27.83,1,,47.79
HO_00447,156,UE_0009,CELL_002,CELL_001,inter_freq,-96.8,-75.18,15.16,1,,39.35
HO_00448,413,UE_0017,CELL_000,CELL_001,inter_freq,-90.92,-85.24,7.62,1,,50.07
HO_00449,292,UE_0001,CELL_001,CELL_000,inter_freq,-111.22,-86.49,18.43,1,,32.9
HO_00450,257,UE_0023,CELL_006,CELL_004,inter_freq,-85.82,-92.31,28.57,1,,51.15
HO_00451,302,UE_0026,CELL_002,CELL_000,inter_rat,-92.87,-93.5,33.71,1,,46.03
HO_00452,78,UE_0026,CELL_004,CELL_002,inter_freq,-97.69,-91.79,7.44,1,,53.44
HO_00453,218,UE_0049,CELL_002,CELL_001,intra_freq,-84.69,-77.76,28.06,1,,34.69
HO_00454,178,UE_0028,CELL_005,CELL_001,inter_freq,-102.75,-97.14,28.54,1,,30.1
HO_00455,299,UE_0031,CELL_000,CELL_006,inter_freq,-100.83,-88.4,13.23,1,,67.91
HO_00456,297,UE_0023,CELL_005,CELL_005,intra_freq,-91.01,-88.67,21.82,1,,62.11
HO_00457,341,UE_0008,CELL_003,CELL_001,intra_freq,-98.71,-100.03,22.66,1,,75.95
HO_00458,403,UE_0002,CELL_000,CELL_003,inter_freq,-86.13,-90.59,20.53,1,,61.11
HO_00459,318,UE_0012,CELL_000,CELL_000,intra_freq,-98.02,-80.08,19.57,1,,24.32
HO_00460,425,UE_0041,CELL_000,CELL_000,inter_freq,-91.68,-86.04,13.32,1,,63.48
HO_00461,347,UE_0010,CELL_003,CELL_004,intra_freq,-86.59,-80.72,9.7,1,,27.12
HO_00462,92,UE_0025,CELL_004,CELL_006,inter_rat,-96.5,-86.53,33.0,1,,74.99
HO_00463,23,UE_0019,CELL_003,CELL_006,inter_rat,-84.11,-91.07,19.2,1,,58.28
HO_00464,407,UE_0033,CELL_003,CELL_004,inter_freq,-95.63,-92.0,27.04,1,,53.46
HO_00465,151,UE_0014,CELL_005,CELL_002,intra_freq,-90.65,-87.02,14.72,1,,31.07
HO_00466,286,UE_0002,CELL_003,CELL_002,inter_freq,-100.11,-85.14,5.96,1,,46.26
HO_00467,453,UE_0001,CELL_006,CELL_004,inter_freq,-97.92,-97.13,3.37,1,,23.01
HO_00468,9,UE_0035,CELL_001,CELL_005,intra_freq,-102.91,-105.9,8.95,1,,43.68
HO_00469,329,UE_0012,CELL_004,CELL_004,inter_freq,-90.28,-89.02,13.26,1,,56.42
HO_00470,304,UE_0022,CELL_000,CELL_005,inter_rat,-98.03,-80.4,2.23,1,,39.17
HO_00471,58,UE_0048,CELL_001,CELL_004,intra_freq,-93.11,-106.67,25.91,1,,66.86
HO_00472,132,UE_0002,CELL_003,CELL_003,inter_freq,-91.27,-88.6,33.09,1,,58.75
HO_00473,356,UE_0024,CELL_005,CELL_005,intra_freq,-91.68,-94.6,3.09,1,,65.99
HO_00474,80,UE_0022,CELL_006,CELL_004,inter_rat,-92.46,-72.44,7.88,1,,40.43
HO_00475,133,UE_0002,CELL_005,CELL_004,inter_rat,-96.46,-92.54,13.77,1,,37.6
HO_00476,30,UE_0013,CELL_003,CELL_002,inter_rat,-94.67,-105.5,25.83,1,,20.78
HO_00477,389,UE_0038,CELL_003,CELL_004,intra_freq,-95.04,-85.19,22.99,1,,59.57
HO_00478,1,UE_0029,CELL_006,CELL_005,inter_rat,-88.09,-86.28,6.32,1,,78.81
HO_00479,112,UE_0023,CELL_003,CELL_001,inter_freq,-108.35,-62.82,8.83,1,,68.03
HO_00480,271,UE_0000,CELL_002,CELL_005,intra_freq,-90.43,-89.79,26.34,1,,66.28
HO_00481,112,UE_0013,CELL_001,CELL_000,inter_freq,-97.01,-103.17,8.05,0,too_late,37.74
HO_00482,393,UE_0003,CELL_006,CELL_002,intra_freq,-104.46,-94.9,31.93,1,,30.96
HO_00483,92,UE_0017,CELL_003,CELL_006,inter_rat,-97.79,-94.22,2.03,1,,28.8
HO_00484,383,UE_0013,CELL_005,CELL_004,inter_freq,-100.63,-90.78,28.26,1,,60.29
HO_00485,43,UE_0021,CELL_001,CELL_003,inter_freq,-92.19,-89.82,14.79,1,,54.63
HO_00486,183,UE_0008,CELL_006,CELL_005,inter_freq,-98.21,-98.11,7.01,1,,47.3
HO_00487,36,UE_0037,CELL_006,CELL_005,inter_freq,-88.51,-98.98,18.63,1,,43.65
HO_00488,415,UE_0049,CELL_004,CELL_001,intra_freq,-96.25,-95.1,0.61,1,,51.35
HO_00489,95,UE_0044,CELL_004,CELL_005,inter_freq,-86.01,-89.32,20.31,1,,21.94
HO_00490,221,UE_0025,CELL_001,CELL_004,inter_freq,-99.66,-94.98,8.45,1,,71.8
HO_00491,415,UE_0020,CELL_000,CELL_006,intra_freq,-86.74,-92.83,13.68,1,,46.03
HO_00492,335,UE_0012,CELL_003,CELL_001,inter_rat,-95.8,-88.59,18.06,1,,71.76
HO_00493,376,UE_0041,CELL_001,CELL_002,inter_freq,-93.34,-84.74,8.78,1,,27.44
HO_00494,290,UE_0040,CELL_005,CELL_006,inter_rat,-99.16,-97.21,19.89,1,,56.06
HO_00495,408,UE_0016,CELL_000,CELL_006,inter_rat,-85.97,-86.15,19.68,1,,52.75
HO_00496,301,UE_0018,CELL_005,CELL_002,inter_rat,-103.33,-87.51,6.92,1,,33.18
HO_00497,52,UE_0049,CELL_000,CELL_005,inter_freq,-87.54,-92.02,32.21,1,,38.3
HO_00498,132,UE_0028,CELL_003,CELL_006,intra_freq,-97.81,-105.61,29.2,1,,64.27
HO_00499,76,UE_0016,CELL_000,CELL_004,intra_freq,-89.17,-92.84,13.75,1,,31.52
HO_00500,23,UE_0003,CELL_000,CELL_005,inter_rat,-101.97,-98.84,12.75,1,,70.18
HO_00501,8,UE_0031,CELL_006,CELL_002,inter_rat,-94.06,-82.64,15.48,1,,27.48
HO_00502,349,UE_0039,CELL_000,CELL_005,inter_rat,-87.69,-87.41,11.13,1,,53.99
HO_00503,351,UE_0005,CELL_000,CELL_004,inter_freq,-89.63,-88.82,4.79,1,,72.13
HO_00504,212,UE_0019,CELL_000,CELL_004,inter_rat,-97.61,-76.98,27.57,1,,75.19
HO_00505,481,UE_0034,CELL_000,CELL_004,intra_freq,-106.26,-79.59,23.95,1,,63.83
HO_00506,308,UE_0000,CELL_001,CELL_003,intra_freq,-105.81,-92.92,15.12,1,,74.35
HO_00507,0,UE_0025,CELL_000,CELL_003,inter_freq,-100.74,-81.86,0.52,0,too_late,68.42
HO_00508,361,UE_0012,CELL_004,CELL_005,inter_freq,-93.91,-110.49,11.73,1,,46.63
HO_00509,453,UE_0028,CELL_000,CELL_003,intra_freq,-88.2,-88.25,34.44,1,,41.79
HO_00510,363,UE_0033,CELL_002,CELL_005,intra_freq,-92.01,-89.12,9.47,1,,65.36
HO_00511,360,UE_0000,CELL_002,CELL_005,intra_freq,-95.74,-87.3,17.12,1,,26.52
HO_00512,8,UE_0047,CELL_005,CELL_004,inter_rat,-100.09,-90.21,7.15,1,,47.39
HO_00513,344,UE_0026,CELL_000,CELL_000,intra_freq,-88.85,-74.51,27.9,1,,72.83
HO_00514,477,UE_0044,CELL_006,CELL_006,inter_rat,-106.76,-104.11,12.68,1,,23.68
HO_00515,475,UE_0025,CELL_004,CELL_000,inter_rat,-89.4,-84.99,21.6,1,,20.59
HO_00516,412,UE_0017,CELL_004,CELL_002,inter_rat,-93.76,-81.74,18.44,1,,39.22
HO_00517,87,UE_0000,CELL_004,CELL_000,inter_rat,-91.69,-84.97,17.53,1,,20.74
HO_00518,96,UE_0029,CELL_005,CELL_006,intra_freq,-105.63,-81.98,32.53,1,,67.13
HO_00519,244,UE_0036,CELL_001,CELL_004,inter_rat,-98.4,-105.55,21.7,1,,60.14
HO_00520,439,UE_0015,CELL_006,CELL_002,inter_freq,-96.12,-92.57,20.42,1,,44.24
HO_00521,421,UE_0032,CELL_000,CELL_003,inter_rat,-91.76,-80.73,28.52,1,,30.69
HO_00522,370,UE_0038,CELL_006,CELL_002,inter_rat,-88.54,-84.95,25.96,1,,67.2
