event_id,timestamp,source_ip,target_cell,threat_type,is_attack,packet_rate_pps,auth_failures,spectrum_anomaly_score,flow_entropy,bytes_transferred
SEC_001185,19,10.207.110.106,CELL_003,normal,0,124.02,0,0.104,0.893,123308
SEC_001186,28,10.76.176.213,CELL_001,normal,0,214.74,1,0.098,0.802,155519
SEC_001187,401,10.175.34.31,CELL_001,normal,0,128.57,0,0.13,0.661,649278
SEC_001188,211,10.85.95.64,CELL_005,spoofing,1,278.27,2,0.802,0.491,105382
SEC_001189,101,10.181.133.28,CELL_004,normal,0,30.23,1,0.201,0.869,805019
SEC_001190,322,10.201.191.169,CELL_003,normal,0,10.1,0,0.141,0.68,193903
SEC_001191,232,10.180.173.73,CELL_003,normal,0,22.91,0,0.164,0.7,681334
SEC_001192,425,10.215.57.68,CELL_005,normal,0,81.47,0,0.196,0.561,530913
SEC_001193,110,10.194.106.61,CELL_003,normal,0,57.49,0,0.162,0.53,280099
SEC_001194,98,10.99.197.187,CELL_003,normal,0,146.64,0,0.193,0.588,629362
SEC_001195,440,10.97.250.188,CELL_006,normal,0,106.46,2,0.28,0.715,48908
SEC_001196,26,10.211.60.20,CELL_004,normal,0,75.64,0,0.213,0.548,810461
SEC_001197,494,10.68.85.86,CELL_006,normal,0,11.05,0,0.144,0.783,784248
SEC_001198,208,10.167.31.177,CELL_004,normal,0,10.84,0,0.229,0.712,625495
SEC_001199,366,10.38.133.193,CELL_004,normal,0,19.19,0,0.173,0.931,342945
SEC_001200,239,10.171.208.20,CELL_005,normal,0,85.74,0,0.198,0.846,642135
SEC_001201,232,10.21.68.19,CELL_002,pilot_contamination,1,1395.39,3,0.953,0.131,695158
SEC_001202,101,10.173.11.237,CELL_002,rogue_gnb,1,440.06,4,0.841,0.47,627127
SEC_001203,398,10.135.154.81,CELL_004,normal,0,16.52,1,0.151,0.892,360554
SEC_001204,424,10.88.68.180,CELL_000,normal,0,10.48,0,0.006,0.954,558988
SEC_001205,153,10.115.243.91,CELL_006,normal,0,8.15,0,0.252,0.915,492196
SEC_001206,222,10.12.209.141,CELL_004,normal,0,174.25,0,0.066,0.67,841910
SEC_001207,213,10.116.87.211,CELL_005,normal,0,14.24,0,0.101,0.653,167066
SEC_001208,129,10.217.95.194,CELL_004,ddos,1,104.66,2,0.856,0.199,683692
SEC_001209,303,10.207.61.200,CELL_000,normal,0,159.05,0,0.169,0.784,70492
SEC_001210,44,10.17.79.77,CELL_004,normal,0,17.3,0,0.058,0.91,310457
SEC_001211,154,10.71.229.128,CELL_003,normal,0,146.77,1,0.166,0.776,564905
SEC_001212,162,10.201.81.108,CELL_001,normal,0,401.13,0,0.231,0.579,282855
SEC_001213,347,10.165.234.159,CELL_002,normal,0,133.96,0,0.016,0.913,885108
SEC_001214,39,10.191.70.153,CELL_001,normal,0,71.4,0,0.195,0.547,365597
SEC_001215,448,10.231.184.140,CELL_005,rogue_gnb,1,1941.77,2,0.816,0.009,256449
SEC_001216,78,10.81.13.250,CELL_003,normal,0,26.57,0,0.074,0.806,253029
SEC_001217,20,10.136.137.239,CELL_002,normal,0,14.26,0,0.223,0.883,171601
SEC_001218,257,10.101.197.167,CELL_001,normal,0,28.12,0,0.165,0.859,467227
SEC_001219,225,10.48.146.246,CELL_002,normal,0,144.38,0,0.109,0.809,170834
SEC_001220,124,10.15.76.243,CELL_001,normal,0,27.03,0,0.263,0.632,893127
SEC_001221,463,10.126.71.179,CELL_002,normal,0,63.0,0,0.229,0.835,491070
SEC_001222,440,10.19.69.239,CELL_002,normal,0,86.83,0,0.159,0.747,439948
SEC_001223,380,10.181.162.8,CELL_006,normal,0,66.89,0,0.263,0.797,642735
SEC_001224,295,10.186.55.191,CELL_003,normal,0,16.97,0,0.158,0.527,538279
SEC_001225,28,10.227.72.168,CELL_002,normal,0,197.78,0,0.242,0.581,647873
SEC_001226,491,10.179.89.149,CELL_002,normal,0,16.64,0,0.227,0.812,664286
SEC_001227,199,10.183.240.18,CELL_006,normal,0,67.6,1,0.056,0.742,94180
SEC_001228,72,10.175.171.184,CELL_003,normal,0,45.67,0,0.165,0.7,12959
SEC_001229,220,10.120.67.132,CELL_005,normal,0,11.64,0,0.001,0.743,164700
SEC_001230,51,10.210.54.128,CELL_001,normal,0,78.87,0,0.161,0.964,115053
SEC_001231,340,10.208.166.215,CELL_003,normal,0,7.71,0,0.062,0.956,339829
SEC_001232,54,10.243.228.248,CELL_000,normal,0,75.72,0,0.053,0.76,831750
SEC_001233,499,10.77.130.5,CELL_001,normal,0,48.22,0,0.109,0.625,77487
SEC_001234,247,10.105.136.7,CELL_000,normal,0,38.62,0,0.037,0.555,507846
SEC_001235,417,10.97.19.215,CELL_006,normal,0,111.77,0,0.19,0.938,575954
SEC_001236,461,10.167.180.65,CELL_003,normal,0,230.39,0,0.285,0.99,505022
SEC_001237,366,10.196.202.118,CELL_005,normal,0,89.12,0,0.285,0.556,286069
SEC_001238,472,10.94.176.65,CELL_006,jamming,1,681.46,4,0.963,0.272,161211
SEC_001239,375,10.167.83.252,CELL_001,normal,0,274.56,0,0.092,0.576,820232
SEC_001240,98,10.131.30.138,CELL_006,normal,0,29.42,1,0.27,0.775,951249
SEC_001241,139,10.30.212.100,CELL_003,normal,0,63.55,0,0.169,0.924,162912
SEC_001242,423,10.6.191.199,CELL_003,normal,0,62.78,0,0.147,0.791,457208
SEC_001243,205,10.27.170.40,CELL_005,normal,0,290.79,0,0.035,0.79,414670
SEC_001244,114,10.150.76.103,CELL_002,normal,0,86.64,0,0.158,0.871,883199
SEC_001245,243,10.120.231.47,CELL_000,normal,0,255.96,0,0.023,0.929,167945
SEC_001246,448,10.22.84.111,CELL_006,normal,0,59.9,0,0.273,0.687,6780
SEC_001247,179,10.91.132.215,CELL_003,jamming,1,2746.55,0,0.851,0.419,311405
SEC_001248,267,10.126.87.108,CELL_005,normal,0,23.54,0,0.255,0.544,912221
SEC_001249,196,10.201.172.102,CELL_002,normal,0,57.2,0,0.148,0.723,951000
SEC_001250,377,10.64.38.45,CELL_004,normal,0,61.99,0,0.233,0.62,825894
SEC_001251,149,10.38.157.213,CELL_004,normal,0,19.88,0,0.106,0.528,238432
SEC_001252,144,10.144.184.162,CELL_005,normal,0,21.34,1,0.144,0.676,728335
SEC_001253,239,10.222.80.172,CELL_002,normal,0,18.21,0,0.284,0.812,501302
SEC_001254,114,10.151.56.216,CELL_004,normal,0,79.05,0,0.097,0.932,585799
SEC_001255,76,10.9.80.230,CELL_006,normal,0,218.59,0,0.215,0.654,865852
SEC_001256,165,10.177.204.63,CELL_005,normal,0,136.46,0,0.113,0.722,619208
SEC_001257,136,10.127.172.91,CELL_000,normal,0,64.19,0,0.177,0.592,743531
SEC_001258,486,10.230.135.173,CELL_002,normal,0,195.68,0,0.027,0.806,521088
SEC_001259,53,10.77.106.113,CELL_002,normal,0,169.41,0,0.215,0.62,921582
SEC_001260,426,10.237.36.241,CELL_001,normal,0,12.18,0,0.104,0.552,530498
SEC_001261,328,10.220.54.217,CELL_001,normal,0,56.47,0,0.062,0.515,858510
SEC_001262,54,10.220.103.202,CELL_002,spoofing,1,115.75,2,0.805,0.341,94658
SEC_001263,230,10.115.248.96,CELL_006,normal,0,159.34,0,0.28,0.908,125349
SEC_001264,491,10.60.95.42,CELL_005,normal,0,17.83,0,0.284,0.743,816548
SEC_001265,249,10.226.2.247,CELL_002,normal,0,0.09,0,0.112,0.942,775553
SEC_001266,188,10.95.228.156,CELL_004,normal,0,75.3,0,0.227,0.808,196806
SEC_001267,306,10.182.152.233,CELL_003,ddos,1,1546.98,0,0.872,0.495,310214
SEC_001268,493,10.60.78.13,CELL_002,ddos,1,943.49,4,0.858,0.286,949223
SEC_001269,260,10.139.69.16,CELL_006,normal,0,181.79,0,0.244,0.998,393670
SEC_001270,185,10.0.63.228,CELL_004,normal,0,17.28,0,0.15,0.689,793249
SEC_001271,472,10.29.118.45,CELL_001,normal,0,6.68,0,0.098,0.874,310538
SEC_001272,98,10.226.218.172,CELL_001,normal,0,51.21,0,0.165,0.618,313811
SEC_001273,108,10.245.178.85,CELL_000,normal,0,19.27,0,0.031,0.516,699313
SEC_001274,340,10.153.136.100,CELL_004,normal,0,230.47,0,0.206,0.879,269413
SEC_001275,16,10.28.36.54,CELL_006,normal,0,142.44,0,0.045,0.989,975822
SEC_001276,169,10.228.72.99,CELL_001,normal,0,43.06,0,0.046,0.642,405886
SEC_001277,53,10.185.86.58,CELL_003,normal,0,59.14,0,0.056,0.601,75184
SEC_001278,40,10.66.248.106,CELL_003,normal,0,333.0,0,0.276,0.61,987324
SEC_001279,20,10.175.17.253,CELL_002,normal,0,43.58,0,0.079,0.809,358176
SEC_001280,373,10.189.47.53,CELL_003,normal,0,75.11,0,0.13,0.618,428265
SEC_001281,89,10.11.67.44,CELL_006,jamming,1,1260.91,5,0.727,0.363,494420
SEC_001282,95,10.174.38.132,CELL_003,normal,0,6.94,0,0.011,0.529,387039
SEC_001283,236,10.188.156.1,CELL_003,normal,0,89.04,0,0.241,0.76,816161
SEC_001284,199,10.205.158.166,CELL_000,normal,0,41.33,0,0.076,0.959,189054
SEC_001285,41,10.77.20.181,CELL_002,ddos,1,257.34,1,0.864,0.014,107238
SEC_001286,252,10.102.28.83,CELL_001,normal,0,34.99,0,0.286,0.725,520154
SEC_001287,483,10.29.176.155,CELL_005,normal,0,219.13,0,0.213,0.941,519553
SEC_001288,476,10.205.36.106,CELL_003,normal,0,52.82,0,0.162,0.835,687062
SEC_001289,26,10.218.60.153,CELL_004,normal,0,120.72,0,0.073,0.535,885062
SEC_001290,296,10.15.169.209,CELL_003,rogue_gnb,1,131.66,0,0.753,0.466,592818
SEC_001291,488,10.46.201.66,CELL_001,normal,0,398.58,0,0.164,0.906,437256
SEC_001292,398,10.104.25.137,CELL_004,normal,0,78.04,0,0.136,0.957,972560
SEC_001293,328,10.217.30.15,CELL_003,normal,0,21.57,0,0.2,0.782,779751
SEC_001294,199,10.253.132.54,CELL_004,normal,0,82.08,0,0.196,0.838,66885
SEC_001295,269,10.174.79.184,CELL_005,normal,0,83.94,1,0.011,0.698,203925
SEC_001296,438,10.21.17.205,CELL_000,normal,0,1.15,0,0.001,0.908,430806
SEC_001297,489,10.76.222.85,CELL_004,normal,0,212.19,0,0.04,0.57,281764
SEC_001298,318,10.4.145.147,CELL_006,normal,0,22.56,0,0.226,0.532,697428
SEC_001299,415,10.161.200.233,CELL_001,normal,0,83.84,0,0.168,0.713,772182
SEC_001300,170,10.26.12.16,CELL_004,normal,0,90.21,0,0.07,0.826,170073
SEC_001301,424,10.122.243.67,CELL_003,normal,0,106.1,0,0.21,0.84,570508
SEC_001302,396,10.149.180.125,CELL_000,normal,0,39.86,0,0.269,0.656,209360
SEC_001303,142,10.166.128.208,CELL_005,normal,0,673.34,0,0.267,0.675,832292
SEC_001304,431,10.169.59.237,CELL_002,normal,0,20.32,0,0.28,0.549,712929
SEC_001305,447,10.8.84.141,CELL_003,normal,0,47.22,0,0.069,0.702,530630
SEC_001306,496,10.176.249.240,CELL_006,normal,0,51.81,0,0.251,0.541,958966
SEC_001307,253,10.45.115.174,CELL_003,normal,0,101.19,0,0.209,0.662,142514
SEC_001308,331,10.96.70.234,CELL_006,normal,0,13.2,0,0.231,0.593,677039
SEC_001309,178,10.129.112.29,CELL_006,normal,0,94.38,1,0.117,0.772,849637
SEC_001310,477,10.229.171.3,CELL_003,normal,0,22.34,0,0.272,0.784,148078
SEC_001311,236,10.41.245.111,CELL_000,normal,0,103.72,0,0.169,0.792,827804
SEC_001312,97,10.1.117.38,CELL_002,normal,0,68.46,0,0.067,0.571,742990
SEC_001313,370,10.194.134.193,CELL_006,normal,0,163.5,1,0.209,0.694,762095
SEC_001314,420,10.170.146.168,CELL_000,jamming,1,1500.77,6,0.712,0.259,430748
SEC_001315,232,10.149.228.68,CELL_000,normal,0,57.23,0,0.196,0.895,574477
SEC_001316,404,10.54.199.199,CELL_005,normal,0,361.01,0,0.298,0.711,913027
SEC_001317,162,10.190.128.160,CELL_004,normal,0,516.42,0,0.122,0.516,107642
SEC_001318,344,10.96.147.97,CELL_004,normal,0,302.37,0,0.227,0.528,239047
SEC_001319,15,10.32.209.87,CELL_003,normal,0,536.86,1,0.071,0.542,384061
SEC_001320,91,10.18.194.24,CELL_006,normal,0,74.31,1,0.292,0.572,744511
SEC_001321,213,10.97.61.49,CELL_006,normal,0,145.34,0,0.088,0.533,416746
SEC_001322,474,10.22.122.36,CELL_006,normal,0,11.21,0,0.219,0.825,607084
SEC_001323,81,10.100.104.37,CELL_001,normal,0,139.53,0,0.041,0.57,31778
SEC_001324,66,10.83.166.51,CELL_004,normal,0,56.54,0,0.107,0.535,728063
SEC_001325,296,10.19.178.56,CELL_002,normal,0,6.44,0,0.072,0.504,446430
SEC_001326,22,10.41.250.66,CELL_005,normal,0,5.35,0,0.11,0.533,711591
SEC_001327,155,10.206.31.222,CELL_004,normal,0,59.27,1,0.067,0.689,468055
SEC_001328,410,10.47.105.124,CELL_006,normal,0,168.49,0,0.117,0.859,834058
SEC_001329,90,10.189.32.84,CELL_000,normal,0,387.53,1,0.096,0.918,66866
SEC_001330,482,10.41.228.94,CELL_000,normal,0,373.35,0,0.064,0.714,81040
SEC_001331,0,10.56.214.98,CELL_004,pilot_contamination,1,356.74,2,0.781,0.172,173240
SEC_001332,364,10.2.12.44,CELL_000,normal,0,5.97,0,0.094,0.866,805258
SEC_001333,491,10.196.2.71,CELL_004,spoofing,1,2321.82,2,0.897,0.2,503880
SEC_001334,259,10.16.239.67,CELL_005,normal,0,54.78,0,0.125,0.883,482297
SEC_001335,334,10.178.32.195,CELL_000,normal,0,63.8,0,0.057,0.743,465039
SEC_001336,161,10.115.48.92,CELL_004,normal,0,51.95,0,0.209,0.504,256350
SEC_001337,114,10.150.39.253,CELL_005,normal,0,7.62,0,0.285,0.607,196227
SEC_001338,128,10.76.219.105,CELL_002,normal,0,96.24,0,0.097,0.535,386721
SEC_001339,422,10.133.134.250,CELL_006,jamming,1,385.31,2,0.992,0.04,166002
SEC_001340,178,10.45.99.3,CELL_001,normal,0,50.09,0,0.111,0.783,978118
SEC_001341,104,10.254.114.16,CELL_004,normal,0,107.61,0,0.2,0.966,869066
SEC_001342,334,10.175.206.239,CELL_004,normal,0,40.24,1,0.013,0.91,519790
SEC_001343,493,10.169.200.32,CELL_003,normal,0,18.05,0,0.082,0.973,809789
SEC_001344,435,10.179.33.222,CELL_003,normal,0,7.9,1,0.229,0.783,43471
SEC_001345,361,10.146.188.97,CELL_005,normal,0,36.88,0,0.011,0.726,316924
SEC_001346,24,10.233.30.87,CELL_004,jamming,1,530.48,1,0.858,0.288,434218
SEC_001347,454,10.84.218.23,CELL_004,normal,0,61.75,0,0.052,0.662,808419
SEC_001348,463,10.144.54.58,CELL_005,normal,0,36.88,0,0.224,0.737,963576
SEC_001349,498,10.148.231.107,CELL_003,normal,0,1.08,0,0.291,0.822,577198
SEC_001350,107,10.14.84.32,CELL_000,normal,0,92.88,0,0.127,0.578,826759
SEC_001351,107,10.166.53.22,CELL_003,normal,0,37.42,0,0.253,0.985,760254
SEC_001352,370,10.43.83.80,CELL_002,normal,0,47.63,0,0.068,0.666,869558
SEC_001353,304,10.58.181.47,CELL_001,jamming,1,384.51,6,0.932,0.214,487406
SEC_001354,489,10.95.188.154,CELL_001,normal,0,449.44,0,0.188,0.724,180536
SEC_001355,479,10.148.144.135,CELL_006,normal,0,38.4,0,0.207,0.646,693103
SEC_001356,239,10.207.143.19,CELL_000,normal,0,91.65,0,0.18,0.593,759209
SEC_001357,185,10.20.38.72,CELL_005,normal,0,117.76,0,0.096,0.76,888736
SEC_001358,491,10.129.248.249,CELL_006,normal,0,0.6,0,0.167,0.712,743060
SEC_001359,169,10.73.94.100,CELL_001,normal,0,22.18,0,0.024,0.993,867094
SEC_001360,459,10.112.27.204,CELL_000,normal,0,43.41,0,0.099,0.607,535424
SEC_001361,44,10.223.73.221,CELL_000,normal,0,85.27,0,0.082,0.579,267233
SEC_001362,16,10.148.106.13,CELL_003,normal,0,6.37,0,0.031,0.538,236808
SEC_001363,476,10.113.0.57,CELL_002,normal,0,616.91,0,0.11,0.86,467963
SEC_001364,96,10.217.34.162,CELL_000,normal,0,38.37,0,0.257,0.586,790276
SEC_001365,82,10.196.20.199,CELL_006,normal,0,188.46,0,0.009,0.777,293258
SEC_001366,351,10.216.218.129,CELL_001,normal,0,168.73,0,0.112,0.864,305356
SEC_001367,99,10.60.15.43,CELL_001,normal,0,2.2,0,0.086,0.6,967122
SEC_001368,263,10.239.24.124,CELL_000,normal,0,68.65,0,0.065,0.605,131012
SEC_001369,74,10.254.161.179,CELL_001,normal,0,31.3,0,0.15,0.938,575710
SEC_001370,369,10.218.98.239,CELL_006,normal,0,276.7,0,0.213,0.521,553539
SEC_001371,459,10.201.228.46,CELL_005,normal,0,103.57,1,0.272,0.51,697766
SEC_001372,198,10.31.11.8,CELL_001,normal,0,63.03,0,0.013,0.901,593494
SEC_001373,160,10.138.213.174,CELL_001,normal,0,10.11,0,0.258,0.743,360667
SEC_001374,483,10.230.138.81,CELL_000,pilot_contamination,1,36.36,3,0.911,0.409,265859
SEC_001375,428,10.99.116.253,CELL_005,normal,0,51.57,0,0.116,0.61,99728
SEC_001376,422,10.209.227.169,CELL_001,ddos,1,595.95,3,0.942,0.273,401421
SEC_001377,285,10.215.127.148,CELL_001,normal,0,2.98,0,0.162,0.827,852565
SEC_001378,350,10.79.126.35,CELL_004,normal,0,20.14,0,0.283,0.791,42136
SEC_001379,142,10.227.99.141,CELL_006,normal,0,38.2,0,0.092,0.969,332458
SEC_001380,276,10.37.195.169,CELL_003,normal,0,76.76,0,0.27,0.975,128557
SEC_001381,44,10.57.29.116,CELL_006,normal,0,121.28,0,0.144,0.739,328743
SEC_001382,237,10.153.68.44,CELL_000,normal,0,2.38,0,0.278,0.543,930469
SEC_001383,16,10.234.188.19,CELL_003,normal,0,213.8,0,0.106,0.885,849092
SEC_001384,33,10.205.131.50,CELL_004,normal,0,9.65,0,0.252,0.921,75917
SEC_001385,291,10.247.64.103,CELL_003,spoofing,1,3347.78,3,0.709,0.169,903060
SEC_001386,437,10.132.115.217,CELL_000,normal,0,228.85,0,0.066,0.791,473849
SEC_001387,435,10.61.92.170,CELL_000,normal,0,50.72,0,0.069,0.634,223214
SEC_001388,164,10.219.242.10,CELL_003,rogue_gnb,1,329.89,2,0.707,0.185,242
SEC_001389,375,10.127.211.178,CELL_003,normal,0,145.15,0,0.218,0.766,615229
SEC_001390,424,10.108.148.75,CELL_000,normal,0,155.18,0,0.156,0.514,164561
SEC_001391,224,10.150.80.18,CELL_001,normal,0,344.92,0,0.282,0.62,148752
SEC_001392,247,10.168.111.121,CELL_005,normal,0,165.12,0,0.043,0.746,928849
SEC_001393,63,10.160.65.74,CELL_004,normal,0,382.44,0,0.01,0.865,693785
SEC_001394,225,10.237.163.128,CELL_001,normal,0,74.02,0,0.115,0.835,239811
SEC_001395,45,10.51.145.141,CELL_002,normal,0,110.91,0,0.115,0.734,989255
SEC_001396,243,10.81.145.169,CELL_002,normal,0,70.98,0,0.131,0.863,712577
SEC_001397,246,10.84.226.68,CELL_002,normal,0,103.93,0,0.123,0.737,736909
SEC_001398,51,10.139.126.138,CELL_004,ddos,1,1424.9,5,0.857,0.378,692514
SEC_001399,241,10.64.167.33,CELL_003,normal,0,11.28,0,0.088,0.506,692935
SEC_001400,317,10.4.189.163,CELL_001,spoofing,1,945.96,6,0.877,0.406,374114
SEC_001401,121,10.228.55.164,CELL_002,jamming,1,268.21,3,0.735,0.229,184858
SEC_001402,451,10.32.21.128,CELL_001,normal,0,7.47,0,0.244,0.858,272
SEC_001403,174,10.12.18.96,CELL_006,normal,0,147.67,0,0.021,0.839,706549
SEC_001404,141,10.163.125.149,CELL_001,spoofing,1,1077.4,1,0.932,0.262,598770
SEC_001405,469,10.10.90.202,CELL_003,ddos,1,1973.95,3,0.793,0.093,325738
SEC_001406,364,10.155.34.216,CELL_005,normal,0,3.16,0,0.131,0.557,173765
SEC_001407,217,10.80.109.199,CELL_004,normal,0,14.85,0,0.05,0.545,849001
SEC_001408,139,10.65.112.23,CELL_000,normal,0,0.72,0,0.009,0.852,348071
SEC_001409,232,10.156.216.82,CELL_000,jamming,1,2063.9,1,0.851,0.318,726368
SEC_001410,63,10.69.183.83,CELL_001,rogue_gnb,1,1260.74,1,0.749,0.121,502105
SEC_001411,190,10.15.179.25,CELL_001,ddos,1,530.92,3,0.784,0.047,65004
SEC_001412,386,10.247.141.132,CELL_002,normal,0,138.75,0,0.241,0.98,547090
SEC_001413,444,10.45.1.185,CELL_002,normal,0,95.73,1,0.206,0.72,736000
SEC_001414,206,10.204.181.251,CELL_004,normal,0,13.76,1,0.214,0.926,939906
SEC_001415,470,10.32.203.11,CELL_005,normal,0,127.75,0,0.25,0.921,356639
SEC_001416,333,10.177.148.215,CELL_005,normal,0,333.31,1,0.187,0.605,208152
SEC_001417,363,10.27.60.175,CELL_000,normal,0,108.74,0,0.191,0.72,425413
SEC_001418,262,10.29.226.69,CELL_006,normal,0,10.93,1,0.263,0.607,325924
SEC_001419,187,10.249.240.57,CELL_006,normal,0,46.55,0,0.187,0.717,594918
SEC_001420,469,10.81.190.111,CELL_005,normal,0,391.55,0,0.02,0.973,636878
SEC_001421,62,10.206.55.68,CELL_001,normal,0,61.04,0,0.241,0.665,917883
SEC_001422,40,10.68.211.128,CELL_004,ddos,1,2378.37,1,0.956,0.318,20131
SEC_001423,389,10.161.204.3,CELL_005,normal,0,72.91,0,0.023,0.854,429201
SEC_001424,232,10.219.42.51,CELL_001,normal,0,61.03,0,0.051,0.958,555231
SEC_001425,429,10.142.1.161,CELL_006,normal,0,45.02,0,0.131,0.956,159879
SEC_001426,279,10.71.194.145,CELL_003,normal,0,146.14,0,0.142,0.772,661205
SEC_001427,81,10.53.250.249,CELL_006,normal,0,687.9,1,0.053,0.662,620311
SEC_001428,38,10.97.245.87,CELL_006,pilot_contamination,1,479.35,4,0.949,0.226,956108
SEC_001429,46,10.55.151.118,CELL_006,normal,0,108.2,0,0.254,0.586,815110
SEC_001430,45,10.137.148.197,CELL_002,normal,0,305.94,1,0.156,0.604,250040
SEC_001431,494,10.203.186.78,CELL_002,ddos,1,4288.85,2,0.826,0.42,984197
SEC_001432,126,10.211.147.6,CELL_002,normal,0,253.53,0,0.154,0.756,640847
SEC_001433,326,10.222.111.232,CELL_000,normal,0,123.68,0,0.059,0.831,971382
SEC_001434,42,10.249.155.119,CELL_001,normal,0,99.89,0,0.092,1.0,698874
SEC_001435,499,10.123.230.178,CELL_003,spoofing,1,68.1,3,0.997,0.455,987555
SEC_001436,276,10.188.227.228,CELL_006,normal,0,69.9,0,0.15,0.912,534397
SEC_001437,150,10.48.217.223,CELL_004,normal,0,204.02,0,0.192,0.822,150459
SEC_001438,187,10.56.87.205,CELL_006,normal,0,46.42,0,0.205,0.728,259551
SEC_001439,320,10.195.181.88,CELL_004,normal,0,59.52,0,0.291,0.549,180763
SEC_001440,271,10.181.128.136,CELL_003,normal,0,81.62,0,0.229,0.677,5372
SEC_001441,87,10.48.16.232,CELL_006,normal,0,8.85,0,0.191,0.873,487531
SEC_001442,318,10.233.201.43,CELL_000,ddos,1,668.02,2,0.992,0.055,730805
SEC_001443,187,10.165.166.37,CELL_003,normal,0,138.01,0,0.055,0.873,56161
SEC_001444,100,10.191.31.52,CELL_004,normal,0,30.96,0,0.16,0.705,32614
SEC_001445,214,10.201.253.31,CELL_004,normal,0,35.64,0,0.187,0.518,904424
SEC_001446,31,10.86.241.196,CELL_001,normal,0,35.73,0,0.1,0.809,608725
SEC_001447,111,10.69.61.212,CELL_003,normal,0,98.89,0,0.247,0.782,577098
SEC_001448,26,10.172.248.174,CELL_003,normal,0,108.33,0,0.075,0.565,450170
SEC_001449,445,10.0.60.27,CELL_006,normal,0,31.9,0,0.104,0.711,230327
SEC_001450,31,10.151.89.178,CELL_005,normal,0,1.79,1,0.159,0.535,54584
SEC_001451,242,10.31.89.111,CELL_002,normal,0,24.16,0,0.055,0.971,407085
SEC_001452,36,10.111.243.76,CELL_005,normal,0,9.68,0,0.203,0.64,614443
SEC_001453,250,10.128.252.221,CELL_004,normal,0,44.86,0,0.184,0.671,966506
SEC_001454,363,10.245.196.84,CELL_006,normal,0,103.25,0,0.183,0.699,371013
SEC_001455,456,10.5.30.36,CELL_006,normal,0,204.84,0,0.286,0.966,404134
SEC_001456,496,10.31.165.100,CELL_003,normal,0,108.48,0,0.253,0.63,758673
SEC_001457,478,10.75.234.155,CELL_006,normal,0,71.91,0,0.035,0.627,721135
SEC_001458,294,10.192.172.235,CELL_002,normal,0,22.03,0,0.061,0.748,996709
SEC_001459,146,10.52.42.223,CELL_006,normal,0,0.91,0,0.234,0.767,612301
SEC_001460,256,10.207.47.127,CELL_000,jamming,1,717.08,2,0.782,0.123,501416
SEC_001461,115,10.164.208.145,CELL_005,rogue_gnb,1,2587.55,6,0.973,0.257,510732
SEC_001462,226,10.254.67.98,CELL_001,normal,0,26.63,0,0.137,0.685,954627
SEC_001463,258,10.208.94.248,CELL_000,normal,0,12.17,0,0.189,0.746,529123
SEC_001464,355,10.107.93.35,CELL_002,normal,0,45.87,0,0.212,0.863,503198
SEC_001465,452,10.123.82.85,CELL_003,normal,0,85.49,0,0.113,0.979,862917
SEC_001466,300,10.84.220.115,CELL_006,normal,0,24.45,0,0.256,0.71,590945
SEC_001467,153,10.134.87.170,CELL_006,normal,0,20.45,0,0.28,0.736,545104
SEC_001468,35,10.94.163.38,CELL_001,normal,0,50.51,0,0.207,0.53,69063
SEC_001469,46,10.231.110.70,CELL_000,normal,0,53.96,0,0.273,0.632,976234
SEC_001470,220,10.127.82.26,CELL_003,normal,0,27.06,0,0.071,0.887,226958
SEC_001471,436,10.233.137.193,CELL_000,normal,0,644.18,0,0.074,0.73,889114
SEC_001472,473,10.96.225.195,CELL_002,normal,0,12.43,0,0.062,0.533,630413
SEC_001473,89,10.253.60.55,CELL_001,normal,0,150.66,0,0.034,0.917,566142
SEC_001474,348,10.109.162.153,CELL_003,normal,0,48.38,0,0.115,0.782,531898
SEC_001475,33,10.171.97.137,CELL_000,normal,0,125.22,0,0.231,0.741,568455
SEC_001476,7,10.230.242.157,CELL_004,normal,0,66.08,0,0.1,0.527,30861
SEC_001477,454,10.41.176.199,CELL_000,normal,0,31.87,0,0.236,0.747,845666
SEC_001478,197,10.25.180.145,CELL_002,normal,0,15.24,0,0.211,0.732,218727
SEC_001479,129,10.164.246.113,CELL_006,normal,0,15.85,0,0.162,0.972,828254
SEC_001480,305,10.10.228.32,CELL_003,normal,0,88.73,0,0.255,0.682,203427
SEC_001481,460,10.140.166.227,CELL_005,normal,0,272.94,0,0.188,0.626,77056
SEC_001482,444,10.151.164.246,CELL_004,pilot_contamination,1,3374.54,3,0.722,0.491,90125
SEC_001483,237,10.49.187.120,CELL_001,normal,0,219.13,0,0.265,0.69,841091
SEC_001484,21,10.155.131.36,CELL_001,normal,0,70.68,0,0.198,0.899,663171
SEC_001485,105,10.52.59.252,CELL_000,pilot_contamination,1,154.13,2,0.762,0.013,10745
SEC_001486,212,10.50.193.169,CELL_005,normal,0,6.97,0,0.144,0.643,755833
SEC_001487,220,10.58.126.3,CELL_000,normal,0,71.64,0,0.001,0.864,116969
SEC_001488,13,10.43.137.5,CELL_001,normal,0,107.46,0,0.193,0.93,817364
SEC_001489,319,10.154.64.104,CELL_006,ddos,1,325.17,4,0.871,0.371,479053
SEC_001490,302,10.129.61.82,CELL_000,normal,0,127.85,0,0.288,0.621,31016
SEC_001491,121,10.243.241.172,CELL_000,normal,0,385.84,0,0.158,0.976,458301
